Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT3,NO2,13/04/2017 17:00,40.80000,ug m-3,R
CT3,NO2,13/04/2017 18:00,44.20000,ug m-3,R
CT3,NO2,13/04/2017 19:00,40.70000,ug m-3,R
CT3,NO2,13/04/2017 20:00,46.00000,ug m-3,R
CT3,NO2,13/04/2017 21:00,44.70000,ug m-3,R
CT3,NO2,13/04/2017 22:00,47.80000,ug m-3,R
CT3,NO2,13/04/2017 23:00,44.90000,ug m-3,R
CT3,NO2,14/04/2017 00:00,32.80000,ug m-3,R
CT3,NO2,14/04/2017 01:00,36.40000,ug m-3,R
CT3,NO2,14/04/2017 02:00,36.10000,ug m-3,R
CT3,NO2,14/04/2017 03:00,36.40000,ug m-3,R
CT3,NO2,14/04/2017 04:00,36.10000,ug m-3,R
CT3,NO2,14/04/2017 05:00,43.80000,ug m-3,R
CT3,NO2,14/04/2017 06:00,46.10000,ug m-3,R
CT3,NO2,14/04/2017 07:00,48.60000,ug m-3,R
CT3,NO2,14/04/2017 08:00,45.80000,ug m-3,R
CT3,NO2,14/04/2017 09:00,41.70000,ug m-3,R
CT3,NO2,14/04/2017 10:00,26.80000,ug m-3,R
CT3,NO2,14/04/2017 11:00,23.90000,ug m-3,R
CT3,NO2,14/04/2017 12:00,24.30000,ug m-3,R
CT3,NO2,14/04/2017 13:00,24.80000,ug m-3,R
CT3,NO2,14/04/2017 14:00,26.20000,ug m-3,R
CT3,NO2,14/04/2017 15:00,29.10000,ug m-3,R
CT3,NO2,14/04/2017 16:00,27.40000,ug m-3,R
CT3,NO2,14/04/2017 17:00,26.60000,ug m-3,R
CT3,NO2,14/04/2017 18:00,34.90000,ug m-3,R
CT3,NO2,14/04/2017 19:00,26.20000,ug m-3,R
CT3,NO2,14/04/2017 20:00,29.40000,ug m-3,R
CT3,NO2,14/04/2017 21:00,26.10000,ug m-3,R
CT3,NO2,14/04/2017 22:00,29.40000,ug m-3,R
CT3,NO2,14/04/2017 23:00,22.10000,ug m-3,R
CT3,NO2,15/04/2017 00:00,21.10000,ug m-3,R
CT3,NO2,15/04/2017 01:00,16.60000,ug m-3,R
CT3,NO2,15/04/2017 02:00,21.30000,ug m-3,R
CT3,NO2,15/04/2017 03:00,23.40000,ug m-3,R
CT3,NO2,15/04/2017 04:00,28.70000,ug m-3,R
CT3,NO2,15/04/2017 05:00,26.40000,ug m-3,R
CT3,NO2,15/04/2017 06:00,32.50000,ug m-3,R
CT3,NO2,15/04/2017 07:00,31.90000,ug m-3,R
CT3,NO2,15/04/2017 08:00,29.40000,ug m-3,R
CT3,NO2,15/04/2017 09:00,22.80000,ug m-3,R
CT3,NO2,15/04/2017 10:00,21.40000,ug m-3,R
CT3,NO2,15/04/2017 11:00,20.70000,ug m-3,R
CT3,NO2,15/04/2017 12:00,22.10000,ug m-3,R
CT3,NO2,15/04/2017 13:00,22.90000,ug m-3,R
CT3,NO2,15/04/2017 14:00,22.60000,ug m-3,R
CT3,NO2,15/04/2017 15:00,22.90000,ug m-3,R
CT3,NO2,15/04/2017 16:00,23.40000,ug m-3,R
CT3,NO2,15/04/2017 17:00,24.30000,ug m-3,R
CT3,NO2,15/04/2017 18:00,29.70000,ug m-3,R
CT3,NO2,15/04/2017 19:00,31.00000,ug m-3,R
CT3,NO2,15/04/2017 20:00,46.40000,ug m-3,R
CT3,NO2,15/04/2017 21:00,43.20000,ug m-3,R
CT3,NO2,15/04/2017 22:00,35.90000,ug m-3,R
CT3,NO2,15/04/2017 23:00,30.90000,ug m-3,R
CT3,NO2,16/04/2017 00:00,34.30000,ug m-3,R
CT3,NO2,16/04/2017 01:00,34.00000,ug m-3,R
CT3,NO2,16/04/2017 02:00,39.20000,ug m-3,R
CT3,NO2,16/04/2017 03:00,39.20000,ug m-3,R
CT3,NO2,16/04/2017 04:00,39.80000,ug m-3,R
CT3,NO2,16/04/2017 05:00,35.80000,ug m-3,R
CT3,NO2,16/04/2017 06:00,34.80000,ug m-3,R
CT3,NO2,16/04/2017 07:00,27.60000,ug m-3,R
CT3,NO2,16/04/2017 08:00,18.50000,ug m-3,R
CT3,NO2,16/04/2017 09:00,15.40000,ug m-3,R
CT3,NO2,16/04/2017 10:00,18.40000,ug m-3,R
CT3,NO2,16/04/2017 11:00,20.60000,ug m-3,R
CT3,NO2,16/04/2017 12:00,21.30000,ug m-3,R
CT3,NO2,16/04/2017 13:00,21.50000,ug m-3,R
CT3,NO2,16/04/2017 14:00,25.20000,ug m-3,R
CT3,NO2,16/04/2017 15:00,27.20000,ug m-3,R
CT3,NO2,16/04/2017 16:00,23.70000,ug m-3,R
CT3,NO2,16/04/2017 17:00,28.60000,ug m-3,R
CT3,NO2,16/04/2017 18:00,27.10000,ug m-3,R
CT3,NO2,16/04/2017 19:00,31.80000,ug m-3,R
CT3,NO2,16/04/2017 20:00,32.10000,ug m-3,R
CT3,NO2,16/04/2017 21:00,32.90000,ug m-3,R
CT3,NO2,16/04/2017 22:00,35.50000,ug m-3,R
CT3,NO2,16/04/2017 23:00,31.90000,ug m-3,R
CT3,NO2,17/04/2017 00:00,31.10000,ug m-3,R
CT3,NO2,17/04/2017 01:00,21.80000,ug m-3,R
CT3,NO2,17/04/2017 02:00,19.90000,ug m-3,R
CT3,NO2,17/04/2017 03:00,22.00000,ug m-3,R
CT3,NO2,17/04/2017 04:00,19.00000,ug m-3,R
CT3,NO2,17/04/2017 05:00,16.60000,ug m-3,R
CT3,NO2,17/04/2017 06:00,20.90000,ug m-3,R
CT3,NO2,17/04/2017 07:00,17.80000,ug m-3,R
CT3,NO2,17/04/2017 08:00,14.90000,ug m-3,R
CT3,NO2,17/04/2017 09:00,13.30000,ug m-3,R
CT3,NO2,17/04/2017 10:00,17.00000,ug m-3,R
CT3,NO2,17/04/2017 11:00,15.30000,ug m-3,R
CT3,NO2,17/04/2017 12:00,17.10000,ug m-3,R
CT3,NO2,17/04/2017 13:00,19.50000,ug m-3,R
CT3,NO2,17/04/2017 14:00,19.10000,ug m-3,R
CT3,NO2,17/04/2017 15:00,16.70000,ug m-3,R
CT3,NO2,17/04/2017 16:00,21.10000,ug m-3,R
CT3,NO2,17/04/2017 17:00,21.00000,ug m-3,R
CT3,NO2,17/04/2017 18:00,19.30000,ug m-3,R
CT3,NO2,17/04/2017 19:00,21.90000,ug m-3,R
CT3,NO2,17/04/2017 20:00,35.50000,ug m-3,R
CT3,NO2,17/04/2017 21:00,41.50000,ug m-3,R
CT3,NO2,17/04/2017 22:00,28.40000,ug m-3,R
CT3,NO2,17/04/2017 23:00,52.10000,ug m-3,R
CT3,NO2,18/04/2017 00:00,61.60000,ug m-3,R
CT3,NO2,18/04/2017 01:00,69.90000,ug m-3,R
CT3,NO2,18/04/2017 02:00,71.20000,ug m-3,R
CT3,NO2,18/04/2017 03:00,29.10000,ug m-3,R
CT3,NO2,18/04/2017 04:00,22.10000,ug m-3,R
CT3,NO2,18/04/2017 05:00,24.70000,ug m-3,R
CT3,NO2,18/04/2017 06:00,30.00000,ug m-3,R
CT3,NO2,18/04/2017 07:00,32.20000,ug m-3,R
CT3,NO2,18/04/2017 08:00,21.10000,ug m-3,R
CT3,NO2,18/04/2017 09:00,19.40000,ug m-3,R
CT3,NO2,18/04/2017 10:00,19.90000,ug m-3,R
CT3,NO2,18/04/2017 11:00,21.40000,ug m-3,R
CT3,NO2,18/04/2017 12:00,24.00000,ug m-3,R
CT3,NO2,18/04/2017 13:00,19.70000,ug m-3,R
CT3,NO2,18/04/2017 14:00,19.10000,ug m-3,R
CT3,NO2,18/04/2017 15:00,16.00000,ug m-3,R
CT3,NO2,18/04/2017 16:00,15.80000,ug m-3,R
CT3,NO2,18/04/2017 17:00,21.60000,ug m-3,R
CT3,NO2,18/04/2017 18:00,20.30000,ug m-3,R
CT3,NO2,18/04/2017 19:00,23.00000,ug m-3,R
CT3,NO2,18/04/2017 20:00,25.90000,ug m-3,R
CT3,NO2,18/04/2017 21:00,21.70000,ug m-3,R
CT3,NO2,18/04/2017 22:00,23.90000,ug m-3,R
CT3,NO2,18/04/2017 23:00,22.70000,ug m-3,R
CT3,NO2,19/04/2017 00:00,19.50000,ug m-3,R
CT3,NO2,19/04/2017 01:00,17.60000,ug m-3,R
CT3,NO2,19/04/2017 02:00,18.50000,ug m-3,R
CT3,NO2,19/04/2017 03:00,24.30000,ug m-3,R
CT3,NO2,19/04/2017 04:00,26.70000,ug m-3,R
CT3,NO2,19/04/2017 05:00,45.00000,ug m-3,R
CT3,NO2,19/04/2017 06:00,57.40000,ug m-3,R
CT3,NO2,19/04/2017 07:00,70.10000,ug m-3,R
CT3,NO2,19/04/2017 08:00,50.80000,ug m-3,R
CT3,NO2,19/04/2017 09:00,42.40000,ug m-3,R
CT3,NO2,19/04/2017 10:00,34.10000,ug m-3,R
CT3,NO2,19/04/2017 11:00,28.40000,ug m-3,R
CT3,NO2,19/04/2017 12:00,,ug m-3,R
CT3,NO2,19/04/2017 13:00,,ug m-3,R
CT3,NO2,19/04/2017 14:00,,ug m-3,R
CT3,NO2,19/04/2017 15:00,,ug m-3,R
CT3,NO2,19/04/2017 16:00,,ug m-3,R
CT3,NO2,19/04/2017 17:00,,ug m-3,R
CT3,NO2,19/04/2017 18:00,,ug m-3,R
CT3,NO2,19/04/2017 19:00,,ug m-3,R
CT3,NO2,19/04/2017 20:00,,ug m-3,R
CT3,NO2,19/04/2017 21:00,,ug m-3,R
CT3,NO2,19/04/2017 22:00,,ug m-3,R
CT3,NO2,19/04/2017 23:00,,ug m-3,R
CT3,NO2,20/04/2017 00:00,,ug m-3,R
CT3,NO2,20/04/2017 01:00,,ug m-3,R
CT3,NO2,20/04/2017 02:00,,ug m-3,R
CT3,NO2,20/04/2017 03:00,,ug m-3,R
CT3,NO2,20/04/2017 04:00,,ug m-3,R
CT3,NO2,20/04/2017 05:00,,ug m-3,R
CT3,NO2,20/04/2017 06:00,,ug m-3,R
CT3,NO2,20/04/2017 07:00,,ug m-3,R
CT3,NO2,20/04/2017 08:00,,ug m-3,R
CT3,NO2,20/04/2017 09:00,,ug m-3,R
CT3,NO2,20/04/2017 10:00,,ug m-3,R
CT3,NO2,20/04/2017 11:00,53.40000,ug m-3,R
CT3,NO2,20/04/2017 12:00,54.50000,ug m-3,R
CT3,NO2,20/04/2017 13:00,63.00000,ug m-3,R
CT3,NO2,20/04/2017 14:00,64.40000,ug m-3,R
CT3,NO2,20/04/2017 15:00,57.70000,ug m-3,R
CT3,NO2,20/04/2017 16:00,58.00000,ug m-3,R
CT3,NO2,20/04/2017 17:00,58.50000,ug m-3,R
CT3,NO2,20/04/2017 18:00,59.20000,ug m-3,R
CT3,NO2,20/04/2017 19:00,55.00000,ug m-3,R
CT3,NO2,20/04/2017 20:00,63.20000,ug m-3,R
CT3,NO2,20/04/2017 21:00,66.60000,ug m-3,R
CT3,NO2,20/04/2017 22:00,69.10000,ug m-3,R
CT3,NO2,20/04/2017 23:00,68.40000,ug m-3,R
CT3,NO2,21/04/2017 00:00,66.90000,ug m-3,R
CT3,NO2,21/04/2017 01:00,54.10000,ug m-3,R
CT3,NO2,21/04/2017 02:00,57.40000,ug m-3,R
CT3,NO2,21/04/2017 03:00,59.10000,ug m-3,R
CT3,NO2,21/04/2017 04:00,67.30000,ug m-3,R
CT3,NO2,21/04/2017 05:00,75.10000,ug m-3,R
CT3,NO2,21/04/2017 06:00,78.00000,ug m-3,R
CT3,NO2,21/04/2017 07:00,84.60000,ug m-3,R
CT3,NO2,21/04/2017 08:00,81.20000,ug m-3,R
CT3,NO2,21/04/2017 09:00,67.80000,ug m-3,R
CT3,NO2,21/04/2017 10:00,67.90000,ug m-3,R
CT3,NO2,21/04/2017 11:00,51.60000,ug m-3,R
CT3,NO2,21/04/2017 12:00,51.90000,ug m-3,R
CT3,NO2,21/04/2017 13:00,53.60000,ug m-3,R
CT3,NO2,21/04/2017 14:00,49.00000,ug m-3,R
CT3,NO2,21/04/2017 15:00,54.20000,ug m-3,R
CT3,NO2,21/04/2017 16:00,51.50000,ug m-3,R
CT3,NO2,21/04/2017 17:00,49.30000,ug m-3,R
CT3,NO2,21/04/2017 18:00,50.40000,ug m-3,R
CT3,NO2,21/04/2017 19:00,52.30000,ug m-3,R
CT3,NO2,21/04/2017 20:00,53.20000,ug m-3,R
CT3,NO2,21/04/2017 21:00,48.80000,ug m-3,R
CT3,NO2,21/04/2017 22:00,49.50000,ug m-3,R
CT3,NO2,21/04/2017 23:00,51.70000,ug m-3,R
CT3,NO2,22/04/2017 00:00,43.00000,ug m-3,R
CT3,NO2,22/04/2017 01:00,29.60000,ug m-3,R
CT3,NO2,22/04/2017 02:00,29.20000,ug m-3,R
CT3,NO2,22/04/2017 03:00,26.40000,ug m-3,R
CT3,NO2,22/04/2017 04:00,26.30000,ug m-3,R
CT3,NO2,22/04/2017 05:00,32.30000,ug m-3,R
CT3,NO2,22/04/2017 06:00,45.80000,ug m-3,R
CT3,NO2,22/04/2017 07:00,42.80000,ug m-3,R
CT3,NO2,22/04/2017 08:00,41.50000,ug m-3,R
CT3,NO2,22/04/2017 09:00,27.50000,ug m-3,R
CT3,NO2,22/04/2017 10:00,36.20000,ug m-3,R
CT3,NO2,22/04/2017 11:00,31.90000,ug m-3,R
CT3,NO2,22/04/2017 12:00,34.50000,ug m-3,R
CT3,NO2,22/04/2017 13:00,31.60000,ug m-3,R
CT3,NO2,22/04/2017 14:00,30.30000,ug m-3,R
CT3,NO2,22/04/2017 15:00,32.90000,ug m-3,R
CT3,NO2,22/04/2017 16:00,28.10000,ug m-3,R
CT3,NO2,22/04/2017 17:00,27.50000,ug m-3,R
CT3,NO2,22/04/2017 18:00,32.10000,ug m-3,R
CT3,NO2,22/04/2017 19:00,34.40000,ug m-3,R
CT3,NO2,22/04/2017 20:00,35.80000,ug m-3,R
CT3,NO2,22/04/2017 21:00,43.40000,ug m-3,R
CT3,NO2,22/04/2017 22:00,34.60000,ug m-3,R
CT3,NO2,22/04/2017 23:00,28.80000,ug m-3,R
CT3,NO2,23/04/2017 00:00,23.70000,ug m-3,R
CT3,NO2,23/04/2017 01:00,14.60000,ug m-3,R
CT3,NO2,23/04/2017 02:00,16.10000,ug m-3,R
CT3,NO2,23/04/2017 03:00,20.00000,ug m-3,R
CT3,NO2,23/04/2017 04:00,22.20000,ug m-3,R
CT3,NO2,23/04/2017 05:00,26.20000,ug m-3,R
CT3,NO2,23/04/2017 06:00,30.40000,ug m-3,R
CT3,NO2,23/04/2017 07:00,26.00000,ug m-3,R
CT3,NO2,23/04/2017 08:00,24.10000,ug m-3,R
CT3,NO2,23/04/2017 09:00,22.90000,ug m-3,R
CT3,NO2,23/04/2017 10:00,26.00000,ug m-3,R
CT3,NO2,23/04/2017 11:00,25.50000,ug m-3,R
CT3,NO2,23/04/2017 12:00,29.10000,ug m-3,R
CT3,NO2,23/04/2017 13:00,29.70000,ug m-3,R
CT3,NO2,23/04/2017 14:00,33.90000,ug m-3,R
CT3,NO2,23/04/2017 15:00,32.40000,ug m-3,R
CT3,NO2,23/04/2017 16:00,37.90000,ug m-3,R
CT3,NO2,23/04/2017 17:00,40.60000,ug m-3,R
CT3,NO2,23/04/2017 18:00,42.70000,ug m-3,R
CT3,NO2,23/04/2017 19:00,46.10000,ug m-3,R
CT3,NO2,23/04/2017 20:00,40.80000,ug m-3,R
CT3,NO2,23/04/2017 21:00,39.90000,ug m-3,R
CT3,NO2,23/04/2017 22:00,34.70000,ug m-3,R
CT3,NO2,23/04/2017 23:00,34.00000,ug m-3,R
CT3,NO2,24/04/2017 00:00,30.80000,ug m-3,R
CT3,NO2,24/04/2017 01:00,35.20000,ug m-3,R
CT3,NO2,24/04/2017 02:00,36.20000,ug m-3,R
CT3,NO2,24/04/2017 03:00,36.60000,ug m-3,R
CT3,NO2,24/04/2017 04:00,47.00000,ug m-3,R
CT3,NO2,24/04/2017 05:00,61.20000,ug m-3,R
CT3,NO2,24/04/2017 06:00,66.70000,ug m-3,R
CT3,NO2,24/04/2017 07:00,76.40000,ug m-3,R
CT3,NO2,24/04/2017 08:00,71.60000,ug m-3,R
CT3,NO2,24/04/2017 09:00,66.50000,ug m-3,R
CT3,NO2,24/04/2017 10:00,57.00000,ug m-3,R
CT3,NO2,24/04/2017 11:00,54.90000,ug m-3,R
CT3,NO2,24/04/2017 12:00,56.20000,ug m-3,R
CT3,NO2,24/04/2017 13:00,49.60000,ug m-3,R
CT3,NO2,24/04/2017 14:00,56.80000,ug m-3,R
CT3,NO2,24/04/2017 15:00,58.40000,ug m-3,R
CT3,NO2,24/04/2017 16:00,45.30000,ug m-3,R
CT3,NO2,24/04/2017 17:00,37.60000,ug m-3,R
CT3,NO2,24/04/2017 18:00,45.90000,ug m-3,R
CT3,NO2,24/04/2017 19:00,47.00000,ug m-3,R
CT3,NO2,24/04/2017 20:00,31.90000,ug m-3,R
CT3,NO2,24/04/2017 21:00,36.90000,ug m-3,R
CT3,NO2,24/04/2017 22:00,25.60000,ug m-3,R
CT3,NO2,24/04/2017 23:00,26.20000,ug m-3,R
CT3,NO2,25/04/2017 00:00,24.80000,ug m-3,R
CT3,NO2,25/04/2017 01:00,23.20000,ug m-3,R
CT3,NO2,25/04/2017 02:00,23.10000,ug m-3,R
CT3,NO2,25/04/2017 03:00,30.10000,ug m-3,R
CT3,NO2,25/04/2017 04:00,41.30000,ug m-3,R
CT3,NO2,25/04/2017 05:00,48.70000,ug m-3,R
CT3,NO2,25/04/2017 06:00,55.10000,ug m-3,R
CT3,NO2,25/04/2017 07:00,53.20000,ug m-3,R
CT3,NO2,25/04/2017 08:00,43.20000,ug m-3,R
CT3,NO2,25/04/2017 09:00,40.10000,ug m-3,R
CT3,NO2,25/04/2017 10:00,43.20000,ug m-3,R
CT3,NO2,25/04/2017 11:00,36.10000,ug m-3,R
CT3,NO2,25/04/2017 12:00,43.70000,ug m-3,R
CT3,NO2,25/04/2017 13:00,45.30000,ug m-3,R
CT3,NO2,25/04/2017 14:00,35.80000,ug m-3,R
CT3,NO2,25/04/2017 15:00,39.80000,ug m-3,R
CT3,NO2,25/04/2017 16:00,36.20000,ug m-3,R
CT3,NO2,25/04/2017 17:00,28.70000,ug m-3,R
CT3,NO2,25/04/2017 18:00,28.60000,ug m-3,R
CT3,NO2,25/04/2017 19:00,39.00000,ug m-3,R
CT3,NO2,25/04/2017 20:00,46.40000,ug m-3,R
CT3,NO2,25/04/2017 21:00,40.10000,ug m-3,R
CT3,NO2,25/04/2017 22:00,41.10000,ug m-3,R
CT3,NO2,25/04/2017 23:00,38.70000,ug m-3,R
CT3,NO2,26/04/2017 00:00,31.80000,ug m-3,R
CT3,NO2,26/04/2017 01:00,40.00000,ug m-3,R
CT3,NO2,26/04/2017 02:00,27.60000,ug m-3,R
CT3,NO2,26/04/2017 03:00,29.20000,ug m-3,R
CT3,NO2,26/04/2017 04:00,20.90000,ug m-3,R
CT3,NO2,26/04/2017 05:00,30.70000,ug m-3,R
CT3,NO2,26/04/2017 06:00,30.40000,ug m-3,R
CT3,NO2,26/04/2017 07:00,36.10000,ug m-3,R
CT3,NO2,26/04/2017 08:00,35.60000,ug m-3,R
CT3,NO2,26/04/2017 09:00,34.50000,ug m-3,R
CT3,NO2,26/04/2017 10:00,33.50000,ug m-3,R
CT3,NO2,26/04/2017 11:00,30.50000,ug m-3,R
CT3,NO2,26/04/2017 12:00,34.00000,ug m-3,R
CT3,NO2,26/04/2017 13:00,35.50000,ug m-3,R
CT3,NO2,26/04/2017 14:00,24.20000,ug m-3,R
CT3,NO2,26/04/2017 15:00,25.10000,ug m-3,R
CT3,NO2,26/04/2017 16:00,25.20000,ug m-3,R
CT3,NO2,26/04/2017 17:00,22.90000,ug m-3,R
CT3,NO2,26/04/2017 18:00,29.90000,ug m-3,R
CT3,NO2,26/04/2017 19:00,37.60000,ug m-3,R
CT3,NO2,26/04/2017 20:00,45.50000,ug m-3,R
CT3,NO2,26/04/2017 21:00,44.90000,ug m-3,R
CT3,NO2,26/04/2017 22:00,47.00000,ug m-3,R
CT3,NO2,26/04/2017 23:00,46.30000,ug m-3,R
CT3,NO2,27/04/2017 00:00,41.40000,ug m-3,R
CT3,NO2,27/04/2017 01:00,49.60000,ug m-3,R
CT3,NO2,27/04/2017 02:00,38.90000,ug m-3,R
CT3,NO2,27/04/2017 03:00,39.00000,ug m-3,R
CT3,NO2,27/04/2017 04:00,52.90000,ug m-3,R
CT3,NO2,27/04/2017 05:00,73.30000,ug m-3,R
CT3,NO2,27/04/2017 06:00,75.80000,ug m-3,R
CT3,NO2,27/04/2017 07:00,76.50000,ug m-3,R
CT3,NO2,27/04/2017 08:00,78.00000,ug m-3,R
CT3,NO2,27/04/2017 09:00,61.60000,ug m-3,R
CT3,NO2,27/04/2017 10:00,55.60000,ug m-3,R
CT3,NO2,27/04/2017 11:00,52.40000,ug m-3,R
CT3,NO2,27/04/2017 12:00,58.20000,ug m-3,R
CT3,NO2,27/04/2017 13:00,59.00000,ug m-3,R
CT3,NO2,27/04/2017 14:00,50.60000,ug m-3,R
CT3,NO2,27/04/2017 15:00,56.00000,ug m-3,R
CT3,NO2,27/04/2017 16:00,60.50000,ug m-3,R
CT3,NO2,27/04/2017 17:00,62.70000,ug m-3,R
CT3,NO2,27/04/2017 18:00,76.10000,ug m-3,R
CT3,NO2,27/04/2017 19:00,78.60000,ug m-3,R
CT3,NO2,27/04/2017 20:00,72.70000,ug m-3,R
CT3,NO2,27/04/2017 21:00,73.80000,ug m-3,R
CT3,NO2,27/04/2017 22:00,65.10000,ug m-3,R
CT3,NO2,27/04/2017 23:00,58.20000,ug m-3,R
CT3,NO2,28/04/2017 00:00,50.80000,ug m-3,R
CT3,NO2,28/04/2017 01:00,35.60000,ug m-3,R
CT3,NO2,28/04/2017 02:00,34.40000,ug m-3,R
CT3,NO2,28/04/2017 03:00,33.40000,ug m-3,R
CT3,NO2,28/04/2017 04:00,41.70000,ug m-3,R
CT3,NO2,28/04/2017 05:00,51.00000,ug m-3,R
CT3,NO2,28/04/2017 06:00,48.10000,ug m-3,R
CT3,NO2,28/04/2017 07:00,47.50000,ug m-3,R
CT3,NO2,28/04/2017 08:00,49.00000,ug m-3,R
CT3,NO2,28/04/2017 09:00,45.00000,ug m-3,R
CT3,NO2,28/04/2017 10:00,49.70000,ug m-3,R
CT3,NO2,28/04/2017 11:00,51.60000,ug m-3,R
CT3,NO2,28/04/2017 12:00,50.80000,ug m-3,R
CT3,NO2,28/04/2017 13:00,50.40000,ug m-3,R
CT3,NO2,28/04/2017 14:00,44.80000,ug m-3,R
CT3,NO2,28/04/2017 15:00,46.60000,ug m-3,R
CT3,NO2,28/04/2017 16:00,46.20000,ug m-3,R
CT3,NO2,28/04/2017 17:00,49.50000,ug m-3,R
CT3,NO2,28/04/2017 18:00,51.40000,ug m-3,R
CT3,NO2,28/04/2017 19:00,60.10000,ug m-3,R
CT3,NO2,28/04/2017 20:00,62.80000,ug m-3,R
CT3,NO2,28/04/2017 21:00,75.70000,ug m-3,R
CT3,NO2,28/04/2017 22:00,69.70000,ug m-3,R
CT3,NO2,28/04/2017 23:00,73.20000,ug m-3,R
CT3,NO2,29/04/2017 00:00,61.60000,ug m-3,R
CT3,NO2,29/04/2017 01:00,58.30000,ug m-3,R
CT3,NO2,29/04/2017 02:00,60.50000,ug m-3,R
CT3,NO2,29/04/2017 03:00,62.40000,ug m-3,R
CT3,NO2,29/04/2017 04:00,66.20000,ug m-3,R
CT3,NO2,29/04/2017 05:00,63.90000,ug m-3,R
CT3,NO2,29/04/2017 06:00,62.10000,ug m-3,R
CT3,NO2,29/04/2017 07:00,50.20000,ug m-3,R
CT3,NO2,29/04/2017 08:00,38.30000,ug m-3,R
CT3,NO2,29/04/2017 09:00,38.10000,ug m-3,R
CT3,NO2,29/04/2017 10:00,29.50000,ug m-3,R
CT3,NO2,29/04/2017 11:00,29.70000,ug m-3,R
CT3,NO2,29/04/2017 12:00,30.00000,ug m-3,R
CT3,NO2,29/04/2017 13:00,28.00000,ug m-3,R
CT3,NO2,29/04/2017 14:00,28.60000,ug m-3,R
CT3,NO2,29/04/2017 15:00,29.20000,ug m-3,R
CT3,NO2,29/04/2017 16:00,23.60000,ug m-3,R
CT3,NO2,29/04/2017 17:00,29.80000,ug m-3,R
CT3,NO2,29/04/2017 18:00,23.90000,ug m-3,R
CT3,NO2,29/04/2017 19:00,26.70000,ug m-3,R
CT3,NO2,29/04/2017 20:00,40.50000,ug m-3,R
CT3,NO2,29/04/2017 21:00,44.70000,ug m-3,R
CT3,NO2,29/04/2017 22:00,38.40000,ug m-3,R
CT3,NO2,29/04/2017 23:00,36.20000,ug m-3,R
CT3,NO2,30/04/2017 00:00,30.10000,ug m-3,R
CT3,NO2,30/04/2017 01:00,26.00000,ug m-3,R
CT3,NO2,30/04/2017 02:00,28.90000,ug m-3,R
CT3,NO2,30/04/2017 03:00,36.90000,ug m-3,R
CT3,NO2,30/04/2017 04:00,44.20000,ug m-3,R
CT3,NO2,30/04/2017 05:00,45.40000,ug m-3,R
CT3,NO2,30/04/2017 06:00,40.10000,ug m-3,R
CT3,NO2,30/04/2017 07:00,40.50000,ug m-3,R
CT3,NO2,30/04/2017 08:00,41.00000,ug m-3,R
CT3,NO2,30/04/2017 09:00,38.20000,ug m-3,R
CT3,NO2,30/04/2017 10:00,38.40000,ug m-3,R
CT3,NO2,30/04/2017 11:00,39.90000,ug m-3,R
CT3,NO2,30/04/2017 12:00,40.30000,ug m-3,R
CT3,NO2,30/04/2017 13:00,26.60000,ug m-3,R
CT3,NO2,30/04/2017 14:00,26.10000,ug m-3,R
CT3,NO2,30/04/2017 15:00,26.20000,ug m-3,R
CT3,NO2,30/04/2017 16:00,22.60000,ug m-3,R
CT3,NO2,30/04/2017 17:00,23.10000,ug m-3,R
CT3,NO2,30/04/2017 18:00,27.20000,ug m-3,R
CT3,NO2,30/04/2017 19:00,24.30000,ug m-3,R
CT3,NO2,30/04/2017 20:00,27.60000,ug m-3,R
CT3,NO2,30/04/2017 21:00,30.10000,ug m-3,R
CT3,NO2,30/04/2017 22:00,23.70000,ug m-3,R
CT3,NO2,30/04/2017 23:00,18.80000,ug m-3,R
CT3,NO2,01/05/2017 00:00,16.60000,ug m-3,R
CT3,NO2,01/05/2017 01:00,21.90000,ug m-3,R
CT3,NO2,01/05/2017 02:00,19.20000,ug m-3,R
CT3,NO2,01/05/2017 03:00,20.70000,ug m-3,R
CT3,NO2,01/05/2017 04:00,22.00000,ug m-3,R
CT3,NO2,01/05/2017 05:00,25.60000,ug m-3,R
CT3,NO2,01/05/2017 06:00,21.80000,ug m-3,R
CT3,NO2,01/05/2017 07:00,19.70000,ug m-3,R
CT3,NO2,01/05/2017 08:00,23.60000,ug m-3,R
CT3,NO2,01/05/2017 09:00,26.00000,ug m-3,R
CT3,NO2,01/05/2017 10:00,28.10000,ug m-3,R
CT3,NO2,01/05/2017 11:00,26.60000,ug m-3,R
CT3,NO2,01/05/2017 12:00,28.60000,ug m-3,R
CT3,NO2,01/05/2017 13:00,28.80000,ug m-3,R
CT3,NO2,01/05/2017 14:00,28.60000,ug m-3,R
CT3,NO2,01/05/2017 15:00,29.20000,ug m-3,R
CT3,NO2,01/05/2017 16:00,21.80000,ug m-3,R
CT3,NO2,01/05/2017 17:00,21.20000,ug m-3,R
CT3,NO2,01/05/2017 18:00,21.40000,ug m-3,R
CT3,NO2,01/05/2017 19:00,20.70000,ug m-3,R
CT3,NO2,01/05/2017 20:00,24.70000,ug m-3,R
CT3,NO2,01/05/2017 21:00,38.70000,ug m-3,R
CT3,NO2,01/05/2017 22:00,41.00000,ug m-3,R
CT3,NO2,01/05/2017 23:00,49.90000,ug m-3,R
