t,open_nasdaq,close_nasdaq,volume_nasdaq,open_sNp,close_sNp,volume_sNp,open_dow,close_dow,volume_dow
2019-11-07 09:30:00-05:00,8238.486328125,8254.78515625,0,3089.840087890625,3093.090087890625,0,8238.486328125,8254.78515625,0
2019-11-07 10:30:00-05:00,8255.75,8257.7333984375,69091873,3093.110107421875,3093.10009765625,292170972,8255.75,8257.7333984375,69091873
2019-11-07 11:30:00-05:00,8257.482421875,8260.98046875,51298692,3093.110107421875,3094.590087890625,228433949,8257.482421875,8260.98046875,51298692
2019-11-07 12:30:00-05:00,8261.5546875,8256.03125,41662798,3094.610107421875,3092.2099609375,170914843,8261.5546875,8256.03125,41662798
2019-11-07 13:30:00-05:00,8255.95703125,8250.5751953125,40263501,3092.219970703125,3092.110107421875,176792371,8255.95703125,8250.5751953125,40263501
2019-11-07 14:30:00-05:00,8250.6181640625,8211.0927734375,54545502,3092.1201171875,3083.659912109375,232084880,8250.6181640625,8211.0927734375,54545502
2019-11-07 15:30:00-05:00,8211.1376953125,8219.6318359375,53215040,3083.659912109375,3085.35009765625,292263397,8211.1376953125,8219.6318359375,53215040
2019-11-08 09:30:00-05:00,8209.701171875,8216.7568359375,82712629,3081.25,3082.590087890625,0,8209.701171875,8216.7568359375,82712629
2019-11-08 10:30:00-05:00,8216.6884765625,8218.6552734375,41567794,3082.639892578125,3080.929931640625,206380663,8216.6884765625,8218.6552734375,41567794
2019-11-08 11:30:00-05:00,8222.2705078125,8234.677734375,36496856,3081.93994140625,3086.159912109375,172499201,8222.2705078125,8234.677734375,36496856
2019-11-08 12:30:00-05:00,8234.65625,8227.26953125,29926093,3086.169921875,3085.300048828125,138117263,8234.65625,8227.26953125,29926093
2019-11-08 13:30:00-05:00,8227.333984375,8225.86328125,32406858,3085.2900390625,3083.580078125,144247921,8227.333984375,8225.86328125,32406858
2019-11-08 14:30:00-05:00,8225.6630859375,8242.87109375,38999085,3083.570068359375,3088.510009765625,185232890,8225.6630859375,8242.87109375,38999085
2019-11-08 15:30:00-05:00,8242.9931640625,8254.39453125,54198579,3088.510009765625,3092.510009765625,282032638,8242.9931640625,8254.39453125,54198579
2019-11-11 09:30:00-05:00,8211.572265625,8230.2119140625,0,3080.330078125,3084.1201171875,0,8211.572265625,8230.2119140625,0
