t,Price
2005-05-10,114.0105
2005-05-11,115.7572
2005-05-12,114.4709
2005-05-13,114.7312
2005-05-16,115.6371
2005-05-17,116.6781
2005-05-18,119.696
2005-05-19,119.706
2005-05-20,120.9222
2005-05-23,127.8489
2005-05-24,128.1242
2005-05-25,130.5315
2005-05-26,129.7257
2005-05-27,133.129
2005-05-31,138.7695
2005-06-01,143.7543
2005-06-02,144.0896
2005-06-03,140.2659
2005-06-06,145.6111
2005-06-07,146.7022
2005-06-08,139.9156
2005-06-09,143.2939
2005-06-10,141.387
2005-06-13,141.5121
2005-06-14,139.31
2005-06-15,137.5333
2005-06-16,138.8546
2005-06-17,140.286
2005-06-20,143.489
2005-06-21,144.0596
2005-06-22,144.7903
2005-06-23,144.9955
2005-06-24,148.7692
2005-06-27,152.1975
2005-06-28,151.1465
2005-06-29,146.502
2005-06-30,147.2177
2005-07-01,145.7663
2005-07-05,147.9984
2005-07-06,145.9039
2005-07-07,147.9133
2005-07-08,148.2587
2005-07-11,146.8173
2005-07-12,146.0335
2005-07-13,149.575
2005-07-14,150.5909
2005-07-15,150.7411
2005-07-18,149.9153
2005-07-19,155.1003
2005-07-20,156.1513
2005-07-21,157.1223
2005-07-22,151.3467
2005-07-25,148.0685
2005-07-26,148.1886
2005-07-27,148.609
2005-07-28,146.8923
2005-07-29,144.0196
2005-08-01,145.9464
2005-08-02,149.7401
2005-08-03,148.7942
2005-08-04,149.0094
2005-08-05,146.3168
2005-08-08,145.7663
2005-08-09,145.9264
2005-08-10,142.9786
2005-08-11,142.1628
2005-08-12,145.001
2005-08-15,142.1377
2005-08-16,142.9635
2005-08-17,142.6883
2005-08-18,140.1308
2005-08-19,140.1358
2005-08-22,137.1379
2005-08-23,139.9256
2005-08-24,141.4221
2005-08-25,141.4321
2005-08-26,141.9275
2005-08-29,144.3649
2005-08-30,143.7743
2005-08-31,143.1387
2005-09-01,143.2638
2005-09-02,144.3649
2005-09-06,143.6943
2005-09-07,147.578
2005-09-08,147.8383
2005-09-09,149.6901
2005-09-12,155.0202
2005-09-13,155.9912
2005-09-14,151.1915
2005-09-15,151.4568
2005-09-16,150.2456
2005-09-19,152.0423
2005-09-20,154.1043
2005-09-21,156.1013
2005-09-22,155.836
2005-09-23,157.833
2005-09-26,157.2924
2005-09-27,157.1223
2005-09-28,153.1484
2005-09-29,154.9602
2005-09-30,158.3835
2005-10-03,159.4946
2005-10-04,155.6508
2005-10-05,155.5057
2005-10-06,156.5267
2005-10-07,156.6468
2005-10-10,155.4757
2005-10-11,153.1985
2005-10-12,150.631
2005-10-13,148.8643
2005-10-14,148.2136
2005-10-17,152.6479
2005-10-18,151.7871
2005-10-19,154.4997
2005-10-20,151.7471
2005-10-21,170.1148
2005-10-24,174.4941
2005-10-25,173.6233
2005-10-26,177.8924
2005-10-27,176.7012
2005-10-28,179.2587
2005-10-31,186.2505
2005-11-01,189.874
2005-11-02,190.0241
2005-11-03,193.1622
2005-11-04,195.4044
2005-11-07,197.7066
2005-11-08,195.1391
2005-11-09,189.7589
2005-11-10,195.7397
2005-11-11,195.3893
2005-11-14,198.6775
2005-11-15,196.5905
2005-11-16,199.2681
2005-11-17,201.9207
2005-11-18,200.2991
2005-11-21,204.8785
2005-11-22,208.437
2005-11-23,211.6351
2005-11-25,214.5179
2005-11-28,211.9454
2005-11-29,201.9657
2005-11-30,202.6526
2005-12-01,207.2459
2005-12-02,209.0526
2005-12-05,203.1218
2005-12-06,202.4662
2005-12-07,202.306
2005-12-08,205.5242
2005-12-09,204.7985
2005-12-12,206.5061
2005-12-13,208.9475
2005-12-14,209.6832
2005-12-15,211.4699
2005-12-16,215.2836
2005-12-19,212.5059
2005-12-20,215.0784
2005-12-21,213.3718
2005-12-22,216.2295
2005-12-23,215.674
2005-12-27,212.5259
2005-12-28,213.5519
2005-12-29,210.2788
2005-12-30,207.6312
2006-01-03,217.8261
2006-01-04,222.8359
2006-01-05,225.8389
2006-01-06,233.0558
2006-01-09,233.6765
2006-01-10,235.1078
2006-01-11,236.0437
2006-01-12,232.0399
2006-01-13,233.3511
2006-01-17,233.7816
2006-01-18,222.6707
2006-01-19,218.4342
2006-01-20,199.9238
2006-01-23,213.9573
2006-01-24,221.7299
2006-01-25,216.71
2006-01-26,217.3431
2006-01-27,216.9552
2006-01-30,213.617
2006-01-31,216.5399
2006-02-01,201.0849
2006-02-02,198.2121
2006-02-03,190.9625
2006-02-06,192.7368
2006-02-07,184.1384
2006-02-08,184.719
2006-02-09,179.559
2006-02-10,181.4809
2006-02-13,173.0177
2006-02-14,171.8265
2006-02-15,171.3561
2006-02-16,183.4077
2006-02-17,184.5538
2006-02-21,183.4728
2006-02-22,182.9223
2006-02-23,189.2184
2006-02-24,188.883
2006-02-27,195.3768
2006-02-28,181.4859
2006-03-01,182.5769
2006-03-02,188.4076
2006-03-03,189.2734
2006-03-06,184.2285
2006-03-07,182.4018
2006-03-08,177.1116
2006-03-09,171.6664
2006-03-10,168.9137
2006-03-13,168.6935
2006-03-14,175.7503
2006-03-15,172.4171
2006-03-16,169.5493
2006-03-17,170.0598
2006-03-20,174.2639
2006-03-21,170.1249
2006-03-22,170.275
2006-03-23,171.1108
2006-03-24,183.0774
2006-03-27,185.0243
2006-03-28,188.7829
2006-03-29,197.6816
2006-03-30,194.4084
2006-03-31,195.1892
2006-04-03,195.039
2006-04-04,202.3661
2006-04-05,204.1929
2006-04-06,205.7894
2006-04-07,203.277
2006-04-10,208.3919
2006-04-11,205.0287
2006-04-12,204.6733
2006-04-13,201.275
2006-04-17,203.6073
2006-04-18,202.3161
2006-04-19,205.4491
2006-04-20,207.7013
2006-04-21,218.762
2006-04-24,220.4636
2006-04-25,213.7872
2006-04-26,213.1916
2006-04-27,210.2187
2006-04-28,209.1727
2006-05-01,199.6435
2006-05-02,197.5915
2006-05-03,197.2762
2006-05-04,197.5665
2006-05-05,197.3412
2006-05-08,197.5815
2006-05-09,204.5983
2006-05-10,201.6855
2006-05-11,193.6877
2006-05-12,187.2465
2006-05-15,188.2825
2006-05-16,185.8301
2006-05-17,187.4316
2006-05-18,185.6749
2006-05-19,185.1895
2006-05-22,185.6549
2006-05-23,187.9722
2006-05-24,190.8099
2006-05-25,191.6807
2006-05-26,190.8599
2006-05-30,186.1504
2006-05-31,186.0903
2006-06-01,191.4956
2006-06-02,189.904
2006-06-05,187.4016
2006-06-06,195.1841
2006-06-07,193.4425
2006-06-08,196.8408
2006-06-09,193.4725
2006-06-12,190.955
2006-06-13,193.45
2006-06-14,192.3814
2006-06-15,195.6896
2006-06-16,195.5395
2006-06-19,194.2583
2006-06-20,193.7728
2006-06-21,201.26
2006-06-22,200.169
2006-06-23,202.6264
2006-06-26,202.306
2006-06-27,201.3551
2006-06-28,203.252
2006-06-29,209.1076
2006-06-30,209.8684
2006-07-03,211.8053
2006-07-05,210.9344
2006-07-06,211.8003
2006-07-07,210.4289
2006-07-10,209.3028
2006-07-11,212.4859
2006-07-12,208.8274
2006-07-13,204.6133
2006-07-14,201.9457
2006-07-17,204.1428
2006-07-18,201.7205
2006-07-19,199.6935
2006-07-20,193.7477
2006-07-21,195.2432
2006-07-24,195.6396
2006-07-25,194.8688
2006-07-26,192.937
2006-07-27,191.3855
2006-07-28,194.2482
2006-07-31,193.4875
2006-08-01,187.9371
2006-08-02,183.7931
2006-08-03,187.8771
2006-08-04,187.1063
2006-08-07,189.1583
2006-08-08,190.6848
2006-08-09,188.6528
2006-08-10,187.2815
2006-08-11,184.4287
2006-08-14,184.8942
2006-08-15,190.6698
2006-08-16,194.048
2006-08-17,193.0871
2006-08-18,191.8659
2006-08-21,188.833
2006-08-22,189.3285
2006-08-23,186.8961
2006-08-24,187.0463
2006-08-25,186.811
2006-08-28,190.6598
2006-08-29,189.6588
2006-08-30,190.5597
2006-08-31,189.4486
2006-09-01,189.4836
2006-09-05,192.3664
2006-09-06,190.2544
2006-09-07,189.4286
2006-09-08,189.1083
2006-09-11,192.2313
2006-09-12,196.1401
2006-09-13,203.4822
2006-09-14,202.1859
2006-09-15,205.1388
2006-09-18,207.5461
2006-09-19,202.1009
2006-09-20,198.6926
2006-09-21,203.6223
2006-09-22,202.0858
2006-09-25,202.1859
2006-09-26,203.6323
2006-09-27,201.6554
2006-09-28,201.9857
2006-09-29,201.1449
2006-10-02,200.9147
2006-10-03,202.216
2006-10-04,208.0516
2006-10-05,206.1047
2006-10-06,210.4539
2006-10-09,214.7081
2006-10-10,213.5319
2006-10-11,213.4569
2006-10-12,213.9273
2006-10-13,213.8572
2006-10-16,211.0796
2006-10-17,210.524
2006-10-18,209.8584
2006-10-19,213.2366
2006-10-20,230.0579
2006-10-23,240.6232
2006-10-24,236.8846
2006-10-25,243.5365
2006-10-26,242.7853
2006-10-27,237.8305
2006-10-30,238.5161
2006-10-31,238.4261
2006-11-01,233.9767
2006-11-02,235.1829
2006-11-03,236.1278
2006-11-06,238.7063
2006-11-07,236.5142
2006-11-08,237.7304
2006-11-09,236.5442
2006-11-10,237.0047
2006-11-13,240.7483
2006-11-14,244.8873
2006-11-15,246.2036
2006-11-16,248.1905
2006-11-17,249.6369
2006-11-20,247.7651
2006-11-21,255.0722
2006-11-22,254.2514
2006-11-24,252.7449
2006-11-27,242.6101
2006-11-28,244.9874
2006-11-29,242.5601
2006-11-30,242.6401
2006-12-01,240.6332
2006-12-04,242.6601
2006-12-05,243.7362
2006-12-06,244.592
2006-12-07,241.5541
2006-12-08,242.2898
2006-12-11,242.1997
2006-12-12,241.1237
2006-12-13,239.7273
2006-12-14,241.2938
2006-12-15,240.3829
2006-12-18,231.6245
2006-12-19,234.5423
2006-12-20,231.6745
2006-12-21,228.3213
2006-12-22,228.011
2006-12-26,228.9869
2006-12-27,234.242
2006-12-28,231.5043
2006-12-29,230.4633
2007-01-03,234.0218
2007-01-04,241.8644
2007-01-05,243.8313
2007-01-08,242.0245
2007-01-09,242.9855
2007-01-10,244.9674
2007-01-11,250.1024
2007-01-12,252.7449
2007-01-16,252.3846
2007-01-17,248.8812
2007-01-18,244.1516
2007-01-19,245.1125
2007-01-22,240.6532
2007-01-23,239.7573
2007-01-24,249.7771
2007-01-25,244.2817
2007-01-26,248.1605
2007-01-29,246.4738
2007-01-30,247.3998
2007-01-31,250.9932
2007-02-01,241.1087
2007-02-02,240.9835
2007-02-05,233.8066
2007-02-06,235.9687
2007-02-07,235.2329
2007-02-08,235.7434
2007-02-09,231.169
2007-02-12,229.3673
2007-02-13,229.7727
2007-02-14,233.191
2007-02-15,230.9588
2007-02-16,235.1979
2007-02-20,236.279
2007-02-21,238.1608
2007-02-22,238.1558
2007-02-23,235.5383
2007-02-26,232.6905
2007-02-27,224.6027
2007-02-28,224.943
2007-03-01,224.3324
2007-03-02,219.5528
2007-03-05,220.6864
2007-03-06,228.9969
2007-03-07,228.041
2007-03-08,227.5805
2007-03-09,226.6997
2007-03-12,227.5956
2007-03-13,221.7299
2007-03-14,224.2173
2007-03-15,223.3114
2007-03-16,220.6388
2007-03-19,223.8319
2007-03-20,222.856
2007-03-21,228.4964
2007-03-22,231.2441
2007-03-23,231.139
2007-03-26,232.7255
2007-03-27,232.0349
2007-03-28,231.164
2007-03-29,230.6835
2007-03-30,229.3022
2007-04-02,229.4874
2007-04-03,236.5292
2007-04-04,235.7384
2007-04-05,235.9837
2007-04-09,234.3321
2007-04-10,233.4762
2007-04-11,232.4903
2007-04-12,233.9217
2007-04-13,233.3712
2007-04-16,237.365
2007-04-17,236.6293
2007-04-18,238.2359
2007-04-19,236.0538
2007-04-20,241.474
2007-04-23,239.7723
2007-04-24,238.9966
2007-04-25,239.2268
2007-04-26,240.8234
2007-04-27,239.7373
2007-04-30,235.9186
2007-05-01,234.7275
2007-05-02,233.1159
2007-05-03,236.8445
2007-05-04,235.7885
2007-05-07,233.8616
2007-05-08,233.6314
2007-05-09,234.8526
2007-05-10,230.9588
2007-05-11,233.5964
2007-05-14,231.114
2007-05-15,229.2221
2007-05-16,236.5342
2007-05-17,235.7084
2007-05-18,235.3881
2007-05-21,235.5282
2007-05-22,238.1608
2007-05-23,237.2149
2007-05-24,237.395
2007-05-25,241.9945
2007-05-29,243.7912
2007-05-30,249.5418
2007-05-31,249.196
2007-06-01,250.4412
2007-06-04,253.7809
2007-06-05,259.6716
2007-06-06,259.3764
2007-06-07,257.7798
2007-06-08,257.995
2007-06-11,255.918
2007-06-12,252.6298
2007-06-13,252.865
2007-06-14,251.6639
2007-06-15,253.1904
2007-06-18,257.8499
2007-06-19,257.4044
2007-06-20,255.2323
2007-06-21,257.3043
2007-06-22,262.7446
2007-06-25,263.9658
2007-06-26,265.3872
2007-06-27,263.4003
2007-06-28,262.7596
2007-06-29,261.6036
2007-07-02,265.4472
2007-07-03,267.4291
2007-07-05,271.0777
2007-07-06,269.9616
2007-07-09,271.5431
2007-07-10,271.9335
2007-07-11,272.4991
2007-07-12,272.9295
2007-07-13,276.3478
2007-07-16,276.7632
2007-07-17,277.7692
2007-07-18,275.0165
2007-07-19,274.5611
2007-07-20,260.3123
2007-07-23,256.5036
2007-07-24,257.2493
2007-07-25,255.1272
2007-07-26,254.2464
2007-07-27,256.1933
2007-07-30,258.3053
2007-07-31,255.2474
2007-08-01,256.7188
2007-08-02,255.7528
2007-08-03,251.744
2007-08-06,255.2474
2007-08-07,258.2603
2007-08-08,263.145
2007-08-09,257.6146
2007-08-10,258.1251
2007-08-13,258.0
2007-08-14,254.5467
2007-08-15,249.0163
2007-08-16,245.9984
2007-08-17,250.2625
2007-08-20,249.2015
2007-08-21,253.5507
2007-08-22,256.6237
2007-08-23,256.3434
2007-08-24,257.7498
2007-08-27,256.8789
2007-08-28,253.4456
2007-08-29,256.6888
2007-08-30,255.948
2007-08-31,257.8749
2007-09-04,262.8297
2007-09-05,264.156
2007-09-06,262.0139
2007-09-07,259.9269
2007-09-10,257.4895
2007-09-11,260.9178
2007-09-12,261.5785
2007-09-13,262.6445
2007-09-14,264.6314
2007-09-17,262.9048
2007-09-18,267.8946
2007-09-19,273.6902
2007-09-20,276.6831
2007-09-21,280.3216
2007-09-24,284.2855
2007-09-25,284.776
2007-09-26,284.3556
2007-09-27,284.0252
2007-09-28,283.9101
2007-10-01,291.5575
2007-10-02,292.4784
2007-10-03,292.2932
2007-10-04,289.7958
2007-10-05,297.3131
2007-10-08,305.1057
2007-10-09,307.8909
2007-10-10,312.9983
2007-10-11,311.3017
2007-10-12,319.0041
2007-10-15,310.3558
2007-10-16,308.2988
2007-10-17,317.0472
2007-10-18,320.1202
2007-10-19,322.6677
2007-10-22,325.6906
2007-10-23,338.2128
2007-10-24,338.2378
2007-10-25,334.5792
2007-10-26,337.6272
2007-10-29,339.9444
2007-10-30,347.722
2007-10-31,353.8429
2007-11-01,351.9461
2007-11-02,355.97
2007-11-05,363.1769
2007-11-06,371.2548
2007-11-07,366.8254
2007-11-08,347.2565
2007-11-09,332.307
2007-11-12,316.3415
2007-11-13,330.5954
2007-11-14,321.1512
2007-11-15,315.1304
2007-11-16,317.1223
2007-11-19,313.2285
2007-11-20,324.5845
2007-11-21,330.5804
2007-11-23,338.6782
2007-11-26,333.323
2007-11-27,337.1117
2007-11-28,346.4658
2007-11-29,348.8381
2007-11-30,346.8361
2007-12-03,341.0955
2007-12-04,342.4118
2007-12-05,349.5938
2007-12-06,357.9769
2007-12-07,357.7817
2007-12-10,359.5584
2007-12-11,349.9411
2007-12-12,350.0142
2007-12-13,347.3616
2007-12-14,345.3146
2007-12-17,334.9396
2007-12-18,337.0016
2007-12-19,339.0135
2007-12-20,345.1795
2007-12-21,348.6829
2007-12-24,350.7049
2007-12-26,355.7648
2007-12-27,350.7099
2007-12-28,351.6057
2007-12-31,346.0754
2008-01-02,342.9273
2008-01-03,342.9974
2008-01-04,328.8186
2008-01-07,324.9399
2008-01-08,316.1463
2008-01-09,326.9168
2008-01-10,323.6787
2008-01-11,319.4346
2008-01-14,327.2271
2008-01-15,319.1343
2008-01-16,308.2737
2008-01-17,300.6864
2008-01-18,300.4161
2008-01-22,292.4584
2008-01-23,274.5761
2008-01-24,287.5236
2008-01-25,283.4747
2008-01-28,278.2597
2008-01-29,275.527
2008-01-30,274.4009
2008-01-31,282.4237
2008-02-01,258.2002
2008-02-04,247.9553
2008-02-05,253.6455
2008-02-06,251.0983
2008-02-07,252.7199
2008-02-08,258.5956
2008-02-11,260.8328
2008-02-12,259.2963
2008-02-13,267.5693
2008-02-14,266.3831
2008-02-15,265.0769
2008-02-19,254.7218
2008-02-20,254.7469
2008-02-21,251.6739
2008-02-22,254.1463
2008-02-25,243.4559
2008-02-26,232.3201
2008-02-27,236.6593
2008-02-28,237.9256
2008-02-29,235.8185
2008-03-03,228.7317
2008-03-04,222.5156
2008-03-05,224.0671
2008-03-06,216.5599
2008-03-07,216.8852
2008-03-10,207.0106
2008-03-11,220.1333
2008-03-12,220.3035
2008-03-13,221.7199
2008-03-14,219.1724
2008-03-17,210.1386
2008-03-18,219.793
2008-03-19,216.2095
2008-03-20,216.9853
2008-03-24,230.5034
2008-03-25,225.6086
2008-03-26,229.3172
2008-03-27,222.2554
2008-03-28,219.2525
2008-03-31,220.4486
2008-04-01,233.0809
2008-04-02,233.0759
2008-04-03,227.7807
2008-04-04,235.7735
2008-04-07,238.6413
2008-04-08,234.1319
2008-04-09,232.3201
2008-04-10,234.7675
2008-04-11,228.9469
2008-04-14,226.0491
2008-04-15,223.6367
2008-04-16,227.7357
2008-04-17,224.988
2008-04-18,269.9666
2008-04-21,269.1558
2008-04-22,277.7692
2008-04-23,273.51
2008-04-24,271.7834
2008-04-25,272.2939
2008-04-28,276.3278
2008-04-29,279.5059
2008-04-30,287.4235
2008-05-01,296.8276
2008-05-02,290.9269
2008-05-05,297.7385
2008-05-06,293.4644
2008-05-07,289.7808
2008-05-08,291.7878
2008-05-09,286.878
2008-05-12,292.7537
2008-05-13,291.7828
2008-05-14,288.4295
2008-05-15,290.7818
2008-05-16,290.3164
2008-05-19,289.0401
2008-05-20,289.5806
2008-05-21,275.2618
2008-05-22,274.9965
2008-05-23,272.5741
2008-05-27,280.722
2008-05-28,284.3956
2008-05-29,291.7828
2008-05-30,293.1841
2008-06-02,287.7789
2008-06-03,283.9251
2008-06-04,286.3875
2008-06-05,293.4344
2008-06-06,283.775
2008-06-09,279.2056
2008-06-10,277.3538
2008-06-11,272.8644
2008-06-12,276.7432
2008-06-13,286.0322
2008-06-16,286.6828
2008-06-17,285.0062
2008-06-18,281.4628
2008-06-19,280.3717
2008-06-20,273.48
2008-06-23,272.8694
2008-06-24,271.413
2008-06-25,275.7672
2008-06-26,264.6665
2008-06-27,264.2911
2008-06-30,263.4653
2008-07-01,267.6243
2008-07-02,263.7756
2008-07-03,268.7604
2008-07-07,272.2188
2008-07-08,277.534
2008-07-09,271.0376
2008-07-10,270.5472
2008-07-11,267.1589
2008-07-14,261.063
2008-07-15,258.2953
2008-07-16,268.0598
2008-07-17,266.9787
2008-07-18,240.8934
2008-07-21,234.6274
2008-07-22,238.7864
2008-07-23,244.8473
2008-07-24,238.0407
2008-07-25,246.2286
2008-07-28,238.7914
2008-07-29,241.7893
2008-07-30,241.5841
2008-07-31,237.1048
2008-08-01,234.1569
2008-08-04,231.7246
2008-08-05,240.1577
2008-08-06,243.4059
2008-08-07,239.7924
2008-08-08,247.7451
2008-08-11,250.6629
2008-08-12,251.5488
2008-08-13,250.2575
2008-08-14,252.9902
2008-08-15,255.3224
2008-08-18,249.3917
2008-08-19,245.4879
2008-08-20,242.7352
2008-08-21,243.501
2008-08-22,245.5329
2008-08-25,241.7393
2008-08-26,237.31
2008-08-27,234.5173
2008-08-28,237.1198
2008-08-29,231.8697
2008-09-02,232.8507
2008-09-03,232.4302
2008-09-04,225.3484
2008-09-05,222.3405
2008-09-08,210.1787
2008-09-09,209.5331
2008-09-10,207.2809
2008-09-11,217.0854
2008-09-12,219.0423
2008-09-15,217.1404
2008-09-16,221.6798
2008-09-17,207.446
2008-09-18,219.7529
2008-09-19,224.7928
2008-09-22,215.2786
2008-09-23,214.8432
2008-09-24,217.766
2008-09-25,220.0132
2008-09-26,215.7291
2008-09-29,190.6848
2008-09-30,200.4543
2008-10-01,206.0597
2008-10-02,195.4344
2008-10-03,193.6427
2008-10-06,185.785
2008-10-07,173.1728
2008-10-08,169.219
2008-10-09,164.6496
2008-10-10,166.161
2008-10-13,190.6948
2008-10-14,181.5309
2008-10-15,169.7495
2008-10-16,176.6812
2008-10-17,186.4507
2008-10-20,189.844
2008-10-21,181.5509
2008-10-22,178.0075
2008-10-23,176.3309
2008-10-24,169.8096
2008-10-27,164.9048
2008-10-28,184.5538
2008-10-29,179.1736
2008-10-30,180.0195
2008-10-31,179.8543
2008-11-03,173.413
2008-11-04,183.648
2008-11-05,171.286
2008-11-06,165.7706
2008-11-07,165.7306
2008-11-10,159.5446
2008-11-11,155.8811
2008-11-12,145.6411
2008-11-13,156.1914
2008-11-14,155.1604
2008-11-17,150.2056
2008-11-18,148.8543
2008-11-19,140.2259
2008-11-20,129.9059
2008-11-21,131.3423
2008-11-24,128.8449
2008-11-25,141.1618
2008-11-26,146.1867
2008-11-28,146.6221
2008-12-01,133.124
2008-12-02,137.6884
2008-12-03,139.8505
2008-12-04,137.3031
2008-12-05,142.1327
2008-12-08,151.2015
2008-12-09,153.1334
2008-12-10,154.5598
2008-12-11,150.2556
2008-12-12,158.0331
2008-12-15,155.4857
2008-12-16,162.7978
2008-12-17,157.7729
2008-12-18,155.2905
2008-12-19,155.2354
2008-12-22,148.6991
2008-12-23,149.1545
2008-12-24,151.6219
2008-12-26,150.3257
2008-12-29,148.8543
2008-12-30,151.702
2008-12-31,153.9742
2009-01-02,160.8158
2009-01-05,164.1841
2009-01-06,167.192
2009-01-07,161.1612
2009-01-08,162.7527
2009-01-09,157.6878
2009-01-12,156.4966
2009-01-13,157.3125
2009-01-14,150.631
2009-01-15,149.64
2009-01-16,149.9803
2009-01-20,141.5121
2009-01-21,151.687
2009-01-22,153.3987
2009-01-23,162.5075
2009-01-26,162.0921
2009-01-27,165.9008
2009-01-28,174.5041
2009-01-29,171.8265
2009-01-30,169.4292
2009-02-02,170.4502
2009-02-03,170.3901
2009-02-04,171.6664
2009-02-05,177.0316
2009-02-06,185.8201
2009-02-09,189.5687
2009-02-10,179.4289
2009-02-11,179.1936
2009-02-12,181.7011
2009-02-13,179.0135
2009-02-17,171.4962
2009-02-18,176.7263
2009-02-19,171.4862
2009-02-20,173.393
2009-02-23,165.1901
2009-02-24,172.8925
2009-02-25,170.9857
2009-02-26,168.7535
2009-02-27,169.1589
2009-03-02,163.7387
2009-03-03,162.8979
2009-03-04,159.6147
2009-03-05,152.9682
2009-03-06,154.4347
2009-03-09,145.5861
2009-03-10,154.2345
2009-03-11,159.1092
2009-03-12,161.9219
2009-03-13,162.3673
2009-03-16,160.0
2009-03-17,167.8326
2009-03-18,166.7115
2009-03-19,165.13
2009-03-20,165.2401
2009-03-23,174.4696
2009-03-24,173.7509
2009-03-25,172.2019
2009-03-26,176.8163
2009-03-27,174.0186
2009-03-30,171.5112
2009-03-31,174.1988
2009-04-01,177.2167
2009-04-02,181.4258
2009-04-03,185.0693
2009-04-06,184.2986
2009-04-07,179.499
2009-04-08,181.1756
2009-04-09,186.4307
2009-04-13,189.2384
2009-04-14,184.6339
2009-04-15,189.9341
2009-04-16,194.5585
2009-04-17,196.3102
2009-04-20,189.834
