DateTime,Temperature,Humidity,Wind_Speed,Wind_Direction,NO2_Location_A,NO2_Location_B,NO2_Location_C
1/11/2020 3:00,5.5505285,90,8.435069,320.19443,6.85,7.1,13.5
1/11/2020 4:00,5.3605285,86,8.854829,333.43497,4.73,5.6,10
1/11/2020 5:00,4.9505286,81,8.311245,342.34988,4.48,6.2,15.05
1/11/2020 6:00,4.7005286,84,7.968939,341.56506,4.73,7.7,20.88
1/11/2020 7:00,4.5705285,86,6.0347,342.646,12.25,6.5,15.13
1/11/2020 8:00,4.4105287,87,5.154415,335.22485,18.33,8.75,17.68
1/11/2020 9:00,4.1805286,88,5.495161,328.39252,14.3,14,14.18
1/11/2020 10:00,4.2205286,87,6.151683,339.44397,9.8,14.25,19.05
1/11/2020 11:00,4.7705283,83,5.04,360,9.55,14.1,21.9
1/11/2020 12:00,5.3105288,77,4.829907,26.565033,9.25,15.6,27.95
1/11/2020 13:00,5.7505283,75,4.39436,34.99202,8.93,17.25,28.78
1/11/2020 14:00,7.5505285,68,12.605142,91.63657,11.48,17.95,36.38
1/11/2020 15:00,8.080529,64,9.72,89.99999,12.33,19.05,43.48
1/11/2020 16:00,8.280529,63,6.28713,76.75948,15.35,15.65,34
1/11/2020 17:00,8.100529,64,4.8965297,53.97262,14.53,12.85,28.95
1/11/2020 18:00,7.4405284,67,3.0758414,20.556046,10.13,13.65,24.68
1/11/2020 19:00,6.5505285,74,3.2599385,6.340164,9.95,11.35,15.8
1/11/2020 20:00,5.3105288,83,1.8,36.86989,9.17,11.7,14.03
1/11/2020 21:00,4.4705286,88,2.5959969,123.69006,6.78,10.65,13.68
1/11/2020 22:00,3.7905285,88,3.8268526,131.18591,5.35,10.2,14.3
1/11/2020 23:00,3.1805286,84,4.510787,118.61046,5.03,8.65,8.23
1/12/2020 0:00,2.6905286,82,4.829907,116.56505,25.27,9.9,42.31
1/12/2020 1:00,2.1705287,82,4.6800003,112.61986,21.6,8.7,33.73
1/12/2020 2:00,1.7705287,82,3.396233,122.00538,20.63,8.25,28.97
1/12/2020 3:00,1.8205286,82,3.671294,168.69006,19.83,7.95,22.84
1/12/2020 4:00,1.9105287,81,2.52,180,19.73,8.2,28
1/12/2020 5:00,1.5305287,79,0.8049845,153.43495,21.13,9.65,38.67
1/12/2020 6:00,1.4005287,75,2.0991426,149.03624,25.1,14.6,53.11
1/12/2020 7:00,1.7805287,67,4.0249224,153.43495,36.73,21.7,63.38
1/12/2020 8:00,2.0505285,63,4.8433046,131.98721,43,,71.5
1/12/2020 9:00,1.9305286,68,6.6087217,119.35774,43.28,31.53,64.82
1/12/2020 10:00,1.7805287,75,7.10031,120.465546,37,27.23,60.6
1/12/2020 11:00,2.4805286,77,3.319036,102.52881,42.05,23.3,62.37
1/12/2020 12:00,3.3505285,75,1.08,89.99999,38.28,21.7,59.98
1/12/2020 13:00,4.0505285,73,0.35999998,180,39.9,22.92,59.93
1/12/2020 14:00,5.1105285,78,2.4149535,333.43497,43.63,25.7,62.51
1/12/2020 15:00,6.4705286,73,5.0911684,278.1301,42.95,32.9,59.09
1/12/2020 16:00,7.4205284,71,6.130579,273.36646,54.78,39,48.71
1/12/2020 17:00,7.6405287,70,4.1046314,285.25513,55.28,41.1,42
1/12/2020 18:00,7.040529,71,2.9024127,299.74487,48.13,37.68,42.23
1/12/2020 19:00,6.6205287,73,1.2979984,146.30994,49.85,41.38,32.06
1/12/2020 20:00,6.3605285,74,5.3517847,137.72632,49.33,39.3,21.86
1/12/2020 21:00,5.3205285,80,7.386582,133.02505,50.3,40.85,24.79
1/12/2020 22:00,4.4505286,84,6.8777895,132.8789,51.18,39.9,26.3
1/12/2020 23:00,4.1105285,86,6.193674,144.46231,45.55,,20.05
1/13/2020 0:00,3.5705285,89,5.1919937,146.30994,22.87,34.23,49.77
1/13/2020 1:00,3.3705285,87,6.12,151.9275,16.07,,42.33
1/13/2020 2:00,3.2605286,75,5.95906,154.98311,12.85,,38.23
1/13/2020 3:00,3.4905286,59,5.95906,154.98311,12.78,16.98,32.05
1/13/2020 4:00,3.9705286,50,5.3517847,160.34618,15.38,19.98,45.43
1/13/2020 5:00,4.2105284,48,5.4833565,156.8014,15.03,25.6,61.53
1/13/2020 6:00,4.4805284,47,5.991594,147.26477,23.35,39.7,85.85
1/13/2020 7:00,4.7705283,47,6.1305785,130.23636,33.63,56.35,111
1/13/2020 8:00,4.8205285,50,6.989936,124.508514,30.55,55.58,125.35
1/13/2020 9:00,4.5105286,58,7.4128532,119.054596,26.13,53.45,116.3
1/13/2020 10:00,4.290529,70,8.654986,106.92751,21.53,62.13,101.3
1/13/2020 11:00,5.3705287,73,8.654986,106.92751,18.6,,102.1
1/13/2020 12:00,6.9705286,64,8.905908,104.03624,18.3,33.03,92.4
1/13/2020 13:00,8.100529,60,5.771239,86.42367,19.47,29.92,91.4
1/13/2020 14:00,9.090529,58,5.95906,64.98311,19.1,34.48,88.65
1/13/2020 15:00,9.820529,55,3.396233,57.994614,18.48,31.08,74.48
1/13/2020 16:00,10.180529,56,3.7585104,73.30075,17.5,32.88,64.1
1/13/2020 17:00,10.290529,60,5.3999996,89.99999,14.7,25.58,55.73
1/13/2020 18:00,10.100529,59,8.350138,97.431404,11.43,26.18,60.4
1/13/2020 19:00,8.690529,65,8.891344,111.37062,,20.03,48.33
1/13/2020 20:00,7.0805287,67,10.1887,147.99461,8.52,19.95,30.65
1/13/2020 21:00,5.9105287,58,10.464797,153.43495,10.15,36.88,36.25
1/13/2020 22:00,5.8005285,52,7.928177,140.52754,18.8,50.53,38.95
1/13/2020 23:00,6.3805285,42,11.200571,135,7.9,24.8,31.5
1/14/2020 0:00,6.3205285,45,11.592894,143.84181,7.13,23.55,34.7
1/14/2020 1:00,7.0105286,59,8.557102,165.37912,9.38,21.28,30.37
1/14/2020 2:00,6.3705287,67,5.904439,127.56859,9.23,17.3,33.78
1/14/2020 3:00,6.1805286,63,7.729527,117.75854,8.48,14.65,33.28
1/14/2020 4:00,6.0905285,58,7.4128532,119.054596,11.23,16.78,34.33
1/14/2020 5:00,6.5105286,51,7.9932966,125.83765,15.25,28.28,54.65
1/14/2020 6:00,7.3705287,45,6.297428,149.03624,24.47,42.95,84.05
1/14/2020 7:00,7.1805286,46,6.130579,176.63354,33.38,63.63,114.5
1/14/2020 8:00,5.9705286,51,6.297428,149.03624,36.63,56.48,114.2
1/14/2020 9:00,5.540529,52,6.3690495,132.70938,31.83,66.38,117.25
1/14/2020 10:00,5.8505287,51,7.0911775,113.96249,27.3,65.48,112.43
1/14/2020 11:00,6.8505287,50,5.937272,104.03624,,49.25,117.5
1/14/2020 12:00,7.9605284,54,4.0249224,116.56505,18.45,35.33,94.95
1/14/2020 13:00,10.580529,53,4.5820518,225,17.05,31.13,113.95
1/14/2020 14:00,12.080529,55,4.8965297,233.97263,16.55,39.4,66.58
1/14/2020 15:00,13.280529,49,8.714677,218.29016,17,36.6,70.05
1/14/2020 16:00,13.410529,49,11.298495,210.65067,16.2,31.85,62.08
1/14/2020 17:00,12.460529,52,12.10157,202.75098,14.6,37.53,55.55
1/14/2020 18:00,11.250529,54,14.458382,198.8861,11.75,32.95,56.6
1/14/2020 19:00,10.500529,53,16.267857,204.8637,10.15,,50
1/14/2020 20:00,9.960529,53,12.397806,205.821,8.65,23.25,32.08
1/14/2020 21:00,9.590529,53,8.707238,187.12502,7.7,27.25,36.83
1/14/2020 22:00,9.830529,51,8.049845,169.69516,6.83,22.55,36.53
1/14/2020 23:00,9.040529,51,8.942214,139.8991,5.85,19.15,22.88
1/15/2020 0:00,7.8605285,53,10.464797,130.81508,4.87,11.13,17.67
1/15/2020 1:00,7.7705283,52,9.178235,131.82016,5.07,8.42,14.53
1/15/2020 2:00,7.3205285,53,8.209263,127.874985,4.5,,15
1/15/2020 3:00,6.7105284,54,8.0899935,122.27564,5.43,9.6,17.4
1/15/2020 4:00,5.8705287,55,7.289445,122.90524,13.93,21.2,29.8
1/15/2020 5:00,5.3605285,56,7.289444,110.22486,22.05,39.35,49.48
1/15/2020 6:00,5.1605287,56,7.754637,111.80141,34.65,54.73,66.95
