DateTime,Temperature,Humidity,Wind_Speed,Wind_Direction,NO2_Location_A,NO2_Location_B,NO2_Location_C
3/9/2020 15:00,7.6805286,69,20.06334,279.2933,16.2,24.08,44.18
3/9/2020 16:00,8.580529,64,19.839235,281.51382,17.13,24.83,48.14
3/9/2020 17:00,8.310529,62,19.353138,288.43497,13.35,27.85,46.17
3/9/2020 18:00,7.9805284,62,19.469975,289.44003,13.26,,41.68
3/9/2020 19:00,7.1505284,65,16.520823,281.30994,11.83,30.95,38.21
3/9/2020 20:00,5.8405285,72,12.979984,266.8202,15.01,34.35,40.34
3/9/2020 21:00,4.9005284,77,11.631956,248.1986,12.75,28.7,53.05
3/9/2020 22:00,4.3005285,79,11.435313,241.82141,14.33,30.7,41.89
3/9/2020 23:00,3.8305285,81,10.691453,225,15.03,24.43,34.92
3/10/2020 0:00,3.4305286,82,10.383987,213.69006,8,14,13.3
3/10/2020 1:00,2.9505286,83,9.983106,205.641,10.27,11.9,12.23
3/10/2020 2:00,2.5005286,85,9.793058,197.10272,6.2,8.8,8.53
3/10/2020 3:00,2.6905286,82,10.308831,192.09476,6.13,7.48,8.4
3/10/2020 4:00,2.9905286,79,9.346143,195.64224,6.4,8.15,13.1
3/10/2020 5:00,3.2705286,79,8.209263,195.25513,7.95,9.25,26.38
3/10/2020 6:00,3.4405286,79,8.557102,194.62088,11.68,12.3,50.05
3/10/2020 7:00,4.3005285,75,9.227524,200.55605,17.65,20.2,51.05
3/10/2020 8:00,5.6405287,67,10.296251,233.53076,30.45,25.23,43.95
3/10/2020 9:00,6.1105285,66,14.372974,202.0679,31.2,25.88,62.15
3/10/2020 10:00,6.7305284,67,15.683774,211.86598,36.4,,68.38
3/10/2020 11:00,6.6905284,72,17.373497,214.01935,31.08,32.3,70.53
3/10/2020 12:00,6.5305285,73,19.319628,206.56505,19.23,27.38,65.3
3/10/2020 13:00,6.2505283,74,20.969807,214.50851,17.65,25.2,59.45
3/10/2020 14:00,7.7405286,78,17.057314,224.1449,14.77,29.1,71.98
3/10/2020 15:00,8.8005295,81,15.072783,229.84401,18.4,28.15,68.2
3/10/2020 16:00,9.780529,77,17.287498,238.627,23.88,25.15,77.95
3/10/2020 17:00,9.830529,77,19.164717,241.99083,24.22,23.18,69.9
3/10/2020 18:00,9.750529,80,17.174677,236.97614,,22.35,61.55
3/10/2020 19:00,10.620529,75,17.388409,242.90445,,20.03,57.58
3/10/2020 20:00,10.500529,76,18.532135,240.9454,15.6,22.33,43.28
3/10/2020 21:00,10.440529,78,18.193361,242.92792,16.28,17.8,56.2
3/10/2020 22:00,10.390529,79,18.359999,241.92752,11.28,15.3,38.43
3/10/2020 23:00,10.390529,80,17.388409,242.90445,10.65,18.68,23.45
3/11/2020 0:00,10.580529,80,17.072504,245.05609,13.43,20.15,19.53
3/11/2020 1:00,10.510529,81,16.267857,245.1363,9.8,21.83,24.7
3/11/2020 2:00,10.660529,81,16.45007,246.8014,12.78,14.77,31.25
3/11/2020 3:00,10.510529,81,16.311613,247.96378,14.48,15.15,25.95
3/11/2020 4:00,10.340529,82,15.844089,248.6821,15.4,,25.65
3/11/2020 5:00,10.090529,82,15.716793,249.90477,12.95,,33.15
3/11/2020 6:00,10.040529,82,15.937878,251.56506,12.15,18.7,83.68
3/11/2020 7:00,10.160529,82,15.827721,252.80145,34.53,26.1,105.93
3/11/2020 8:00,10.360529,81,16.418526,254.74487,32.75,45.35,83.6
3/11/2020 9:00,11.580529,78,18.430452,257.5926,35.82,43,65.98
3/11/2020 10:00,13.220529,74,23.441502,259.38034,25.88,30.65,45.9
3/11/2020 11:00,14.490529,70,26.82906,258.38852,23.53,31.63,57.73
3/11/2020 12:00,15.640529,67,28.036118,257.3914,22.1,29.6,54.63
3/11/2020 13:00,16.610529,65,27.887802,258.83514,22.95,40.1,51.73
3/11/2020 14:00,16.670528,63,30.302078,256.95438,27.35,37.25,49.63
3/11/2020 15:00,17.06053,63,29.947151,260.31122,27.48,41.55,49.95
3/11/2020 16:00,16.70053,64,29.339449,263.65982,33.53,43.03,58.38
3/11/2020 17:00,16.54053,63,27.551172,263.24643,44.05,58.9,83.5
3/11/2020 18:00,16.250528,64,23.177402,263.7581,53.25,67.68,67.63
3/11/2020 19:00,15.290529,68,16.563911,271.24536,49.45,65.05,68.28
3/11/2020 20:00,13.920529,75,9.726665,272.1211,43.1,57.3,56.75
3/11/2020 21:00,13.3005295,76,6.151683,249.44395,41.82,44.58,54.1
3/11/2020 22:00,12.310529,78,6.763786,205.20113,41.38,45.7,62.98
3/11/2020 23:00,10.250529,83,7.5685663,205.34618,39.9,49.35,52.3
3/12/2020 0:00,9.510529,85,5.991594,212.73523,33.27,33.8,20.79
3/12/2020 1:00,10.140529,83,5.692099,214.69516,25.27,31.1,22.41
3/12/2020 2:00,11.160529,85,6.6087217,240.64226,22.95,28.97,24.45
3/12/2020 3:00,11.450529,82,7.145796,220.91438,18.65,24.3,21.62
3/12/2020 4:00,11.8005295,81,7.7043357,232.59465,15.1,27.5,23.43
3/12/2020 5:00,11.540529,82,8.557102,255.37914,15.28,25.5,32.78
3/12/2020 6:00,11.280529,83,9.9571085,257.4712,23.25,29.25,69.17
3/12/2020 7:00,11.590529,84,10.538843,262.14667,25.22,37.05,91.24
3/12/2020 8:00,11.470529,87,10.805999,268.09085,30.88,41.88,70.8
3/12/2020 9:00,11.670529,87,14.759999,270,32.23,36.35,74.65
3/12/2020 10:00,12.680529,81,22.392462,274.61066,26.93,,54.27
3/12/2020 11:00,12.650529,79,24.609364,275.87738,25.1,40.35,71.76
3/12/2020 12:00,13.670529,70,26.661882,272.32153,35.6,35.05,59.37
3/12/2020 13:00,14.280529,65,24.905132,274.14462,39.25,33.5,55.8
3/12/2020 14:00,16.13053,60,30.24214,269.31793,35.13,32.05,55.37
3/12/2020 15:00,16.610529,55,29.934166,266.5526,43.85,39.45,54.98
3/12/2020 16:00,16.590528,55,29.478264,261.57303,36.3,,71.01
3/12/2020 17:00,16.180529,55,30.453527,263.21103,52.13,58.5,89.19
3/12/2020 18:00,15.790529,56,28.802248,269.28384,59.88,53.03,81.06
3/12/2020 19:00,14.790529,61,26.932714,278.45502,59.63,,73.65
3/12/2020 20:00,13.360529,69,24.36325,288.9704,61.75,65.05,64.32
3/12/2020 21:00,11.790529,70,19.022177,299.4759,64.15,,62.12
3/12/2020 22:00,10.860529,74,18.39878,300.57922,66.18,57.53,64.27
3/12/2020 23:00,10.160529,75,18.892282,300.96378,66.7,64.6,56.05
3/13/2020 0:00,9.430529,76,16.595179,294.3411,14.7,28.03,21.47
3/13/2020 1:00,8.850529,78,16.62249,287.65012,12.57,19.1,19.2
3/13/2020 2:00,8.560529,76,20.393293,290.67444,11.85,20.9,18.25
3/13/2020 3:00,8.070529,73,21.273533,293.9625,13.05,19.7,17.13
3/13/2020 4:00,7.3905287,74,20.945072,294.36246,13.85,22.68,20.88
3/13/2020 5:00,6.1005287,79,15.509274,291.8014,17.6,26.5,32.73
3/13/2020 6:00,5.5805287,82,13.5515,286.99084,29.42,42.35,54.08
3/13/2020 7:00,5.040529,82,14.372974,292.0679,39,54.18,75.6
3/13/2020 8:00,4.5905285,79,13.358861,284.03625,35.65,70.68,58.85
3/13/2020 9:00,5.4105287,71,16.454008,280.0806,34.58,73.95,84
3/13/2020 10:00,6.3405285,62,20.478907,280.1247,39.93,75.8,62.03
3/13/2020 11:00,7.5505285,54,21.485697,278.67316,36.2,60.35,86.63
3/13/2020 12:00,8.540529,49,21.542923,279.61972,32.83,70.88,63.78
3/13/2020 13:00,9.450529,46,21.129883,283.7995,39.65,76.82,59.75
3/13/2020 14:00,10.520529,42,17.309973,286.92752,36,63,60.3
3/13/2020 15:00,11.080529,39,15.281989,285.01837,33.43,78.63,60.65
3/13/2020 16:00,11.460529,37,14.145756,284.74356,37,93.53,83.85
3/13/2020 17:00,11.430529,36,14.118243,289.359,44.58,77.4,94.53
3/13/2020 18:00,11.090529,37,12.10157,292.75098,45.47,84.7,94.63
3/13/2020 19:00,10.350529,40,7.8954163,294.22775,28.7,,78.28
3/13/2020 20:00,9.690529,42,5.0528407,274.08563,34.83,61.1,72.73
3/13/2020 21:00,9.030529,45,4.3498964,245.55606,51.08,64.95,70.68
3/13/2020 22:00,8.450529,46,4.896529,197.10272,41.5,58.15,65.13
3/13/2020 23:00,7.6505284,47,6.849467,176.98721,38.35,39.85,59.68
3/14/2020 0:00,6.6205287,50,6.151683,159.44395,22,19.5,52.8
3/14/2020 1:00,6.2605286,51,3.5455887,156.0375,10.7,,42.3
3/14/2020 2:00,6.1705284,53,2.16,180,9.5,13.85,37.8
3/14/2020 3:00,6.1805286,55,3.219938,153.43495,8.75,11.1,30.75
3/14/2020 4:00,6.0705285,57,2.3051248,141.34018,,12.65,32.5
3/14/2020 5:00,5.9705286,59,4.2136917,109.9831,7.93,11.7,35.38
3/14/2020 6:00,5.4305286,61,2.8799999,89.99999,14.78,17.85,49.6
3/14/2020 7:00,4.9005284,66,4.1046314,105.25512,19.28,36.25,70
3/14/2020 8:00,4.8205285,67,3.8939953,123.69006,25.38,48.2,74.5
3/14/2020 9:00,5.8405285,65,2.9024127,150.25511,29.03,53.98,78.5
3/14/2020 10:00,7.4105287,63,1.484318,104.03624,24.97,47.58,82.13
3/14/2020 11:00,9.140529,59,4.510787,61.38954,25.23,49.85,71.38
3/14/2020 12:00,10.260529,53,8.225035,23.198593,25.75,60.53,77.45
3/14/2020 13:00,10.840529,49,9.178235,11.309921,22.93,45.5,78.63
3/14/2020 14:00,11.140529,50,6.130579,356.63354,20.88,,63.58
3/14/2020 15:00,11.720529,44,6.519877,353.65985,17.35,34.8,72.13
3/14/2020 16:00,12.070529,43,7.968939,341.56506,23.68,33.55,68.23
3/14/2020 17:00,12.140529,43,8.049845,333.43497,20.05,41.83,62.65
3/14/2020 18:00,11.940529,43,7.9036193,329.93143,23.1,36.53,74.53
3/14/2020 19:00,11.200529,46,7.289444,339.77515,23.8,29.05,50.8
3/14/2020 20:00,9.910529,54,6.849467,356.98724,18.7,23.25,47.48
3/14/2020 21:00,9.210529,57,4.39436,34.99202,18.85,22.98,41.68
3/14/2020 22:00,8.630529,60,4.73506,98.74616,15.9,20.68,38.1
3/14/2020 23:00,8.320529,59,6.3690495,137.2906,,21.25,38.58
3/15/2020 0:00,7.7405286,59,6.792466,147.99461,14.9,17.75,30.13
3/15/2020 1:00,6.2205286,67,7.8954163,133.15239,10.5,11.7,21.57
3/15/2020 2:00,5.0705285,71,8.534353,117.64597,9.15,9.2,18.7
3/15/2020 3:00,3.9905286,76,9.504273,114.623566,7.65,8.25,19.65
3/15/2020 4:00,3.2605286,80,9.504273,114.623566,7.52,,20.15
3/15/2020 5:00,2.2605286,87,10.966713,113.19859,7.43,8.4,19.88
3/15/2020 6:00,1.8305286,89,10.805998,119.981636,8.33,11.13,28.13
3/15/2020 7:00,1.4505286,91,11.4862,122.19573,19.58,15.52,28.3
3/15/2020 8:00,1.3805287,90,11.4862,122.19573,21.98,15.28,29.88
3/15/2020 9:00,3.6605287,79,11.792404,121.26373,17.6,16.93,38.95
3/15/2020 10:00,6.7605286,69,15.807239,120.06859,18.9,,38.2
3/15/2020 11:00,9.450529,61,16.79314,120.96376,20.5,18.22,49.98
3/15/2020 12:00,11.910529,48,16.489416,126.11934,19.2,21.55,49.75
3/15/2020 13:00,13.700529,41,12.738099,132.70938,14.65,22.05,51.2
3/15/2020 14:00,14.870529,41,7.5942082,121.429565,19.73,20.3,54.1
3/15/2020 15:00,15.860529,39,3.8939953,123.69006,20.78,23.75,57.2
3/15/2020 16:00,16.31053,38,2.1897945,99.46232,15.65,32.73,57.28
3/15/2020 17:00,16.40053,39,0.35999998,89.99999,30.98,55.98,62.35
3/15/2020 18:00,16.180529,41,0.71999997,360,35.07,55.35,61.35
3/15/2020 19:00,15.360529,52,1.484318,75.96376,32.45,41.55,45.05
3/15/2020 20:00,14.660529,48,7.2,143.1301,31.55,44.58,47.6
3/15/2020 21:00,10.460529,63,11.298495,157.52057,32.23,49.83,46.83
3/15/2020 22:00,10.360529,59,9.83268,156.2505,34.03,39.35,48.93
3/15/2020 23:00,9.370529,60,9.178235,154.44003,30.83,34.47,43.25
3/16/2020 0:00,9.030529,54,8.435069,129.80557,30.6,27.92,36.5
3/16/2020 1:00,8.0505295,57,8.049845,116.56505,20.63,19.03,27.5
3/16/2020 2:00,8.750529,54,9.511088,119.47589,18.88,14.38,32.38
3/16/2020 3:00,9.020529,51,8.534353,117.64597,22.73,,32.28
3/16/2020 4:00,8.090529,56,9.360001,112.61986,25.95,26.38,36.2
3/16/2020 5:00,6.5205283,67,8.654986,106.92751,33.08,42.22,55.63
3/16/2020 6:00,4.9205284,77,5.154415,114.77514,39.15,62.2,75.95
3/16/2020 7:00,4.040529,85,4.198285,120.96376,45.88,73.98,89.73
3/16/2020 8:00,4.7305284,84,5.692099,124.69515,52.75,96.75,92
3/16/2020 9:00,6.0205283,80,5.8048253,119.74488,47.63,79.88,84.85
3/16/2020 10:00,8.250529,71,5.00128,120.25643,49,91.43,96.78
3/16/2020 11:00,10.400529,62,3.319036,130.60129,35.93,81.95,77.48
3/16/2020 12:00,12.270529,56,2.9024127,119.74488,30.28,53.15,61.3
3/16/2020 13:00,14.200529,48,4.0249224,116.56505,28.95,59.1,55.43
3/16/2020 14:00,14.980529,46,3.6179552,95.71059,28.75,58.72,65.65
3/16/2020 15:00,16.180529,43,5.1544156,102.09476,33.5,70.43,79.08
3/16/2020 16:00,16.97053,41,3.7585104,106.69924,30.13,78.13,73.33
3/16/2020 17:00,17.270529,38,2.52,89.99999,34.75,71,59.85
3/16/2020 18:00,17.13053,37,1.4399999,89.99999,34.28,70.57,73.35
3/16/2020 19:00,16.57053,44,1.5273507,44.999985,42.6,76.5,71.63
3/16/2020 20:00,16.07053,38,2.4149535,63.43495,46.65,72.38,68.55
3/16/2020 21:00,15.450529,41,2.5455842,81.869896,49.95,71.98,83.33
3/16/2020 22:00,13.940529,48,2.9024127,97.125015,36.63,56.03,55.43
3/16/2020 23:00,13.450529,49,4.3349743,138.36646,35.83,46.05,56.53
3/17/2020 0:00,12.700529,55,5.04,180,25,34.95,45.87
3/17/2020 1:00,12.110529,63,5.4119864,183.81407,16.93,27.7,37.4
3/17/2020 2:00,11.170529,66,6.489992,176.82018,15.73,23.75,32.83
3/17/2020 3:00,11.070529,68,6.87779,173.991,14.4,21.73,30.88
3/17/2020 4:00,11.3005295,67,5.1544156,167.90524,15.5,21.43,29.05
3/17/2020 5:00,11.080529,68,4.829907,153.43495,13.63,25.83,42.95
3/17/2020 6:00,10.580529,67,5.0142193,158.9625,18.83,38.72,69.53
3/17/2020 7:00,9.980529,66,5.0911684,171.8699,28.1,56.93,86.88
3/17/2020 8:00,9.510529,68,4.8433046,138.01279,34.88,55.1,95.25
3/17/2020 9:00,9.780529,71,3.8773184,111.80141,31.83,51.23,72.7
3/17/2020 10:00,10.950529,71,3.6,89.99999,,47.58,68.65
3/17/2020 11:00,12.760529,64,1.9386592,68.19859,23.75,53.68,75.3
3/17/2020 12:00,14.650529,58,2.4149535,333.43497,23.13,42.7,58.4
3/17/2020 13:00,16.280529,53,5.315336,331.69925,22.13,48.8,63.45
3/17/2020 14:00,16.670528,58,9.19939,329.42078,20.75,43.8,58.55
3/17/2020 15:00,16.81053,57,8.891343,328.24054,26.1,39.85,59.25
3/17/2020 16:00,16.940529,56,9.19939,329.42078,25.25,41.65,45.75
3/17/2020 17:00,16.98053,56,10.464797,333.43497,25,54.45,60.9
3/17/2020 18:00,17.090528,56,10.829958,338.55228,30.2,48.45,54.38
3/17/2020 19:00,16.240528,60,9.605998,347.00537,27.08,38.6,57.78
3/17/2020 20:00,15.060529,65,8.766573,340.82098,22.38,35.07,45.43
3/17/2020 21:00,14.020529,69,8.557102,345.37915,21.53,31.93,38.5
3/17/2020 22:00,13.120529,73,6.725354,344.4759,16.83,29.88,32.7
3/17/2020 23:00,12.070529,78,2.8116899,309.80557,16.35,23.9,23.8
3/18/2020 0:00,11.620529,80,2.4149535,206.56505,11.73,17.9,23.83
3/18/2020 1:00,11.400529,81,2.9024127,209.74489,10.47,16.75,20.67
3/18/2020 2:00,10.940529,83,2.1897945,189.46233,9.5,14.7,23.38
3/18/2020 3:00,10.610529,85,1.8,143.1301,,14.85,17.45
3/18/2020 4:00,10.030529,87,2.3051248,141.34018,10.55,16.9,20.78
3/18/2020 5:00,9.440529,90,2.0364676,135,11.83,20.2,31.78
3/18/2020 6:00,8.980529,93,1.8,143.1301,14.87,28.93,42.23
3/18/2020 7:00,8.700529,95,2.0364676,135,22.4,40.2,79.45
3/18/2020 8:00,8.3005295,98,2.9024127,150.25511,32.33,49.93,81.7
3/18/2020 9:00,8.450529,95,3.396233,122.00538,34.43,44.23,69
3/18/2020 10:00,10.3005295,82,5.4477882,97.59464,29.28,37.85,61.65
3/18/2020 11:00,12.8005295,72,6.12,89.99999,22.53,31.08,52.15
3/18/2020 12:00,14.950529,68,5.00128,59.74356,26.88,27.2,59.48
3/18/2020 13:00,16.39053,62,5.495161,58.392494,23.25,30.17,56.58
3/18/2020 14:00,17.840528,56,7.9036193,59.93141,17.85,36.18,45.13
3/18/2020 15:00,18.580528,53,6.989936,34.508514,19.6,33.23,48.65
3/18/2020 16:00,18.87053,52,6.849467,3.0127716,24.23,33.43,53.23
3/18/2020 17:00,18.690529,54,9.826088,351.57306,25.9,34.13,53.1
3/18/2020 18:00,18.260529,55,9.422101,353.41806,23.38,35.73,64.03
3/18/2020 19:00,17.580528,59,6.9527545,338.7495,20.65,31.38,59.05
3/18/2020 20:00,16.64053,63,7.4128532,330.94543,20.08,30.75,44.78
3/18/2020 21:00,15.610529,67,6.12,331.92752,24.4,25.63,33.63
3/18/2020 22:00,14.360529,72,3.8268526,311.1859,20.68,25.13,31.55
3/18/2020 23:00,13.820529,73,3.6179552,264.28943,19.23,19.05,21.03
3/19/2020 0:00,13.350529,74,4.3498964,245.55606,13.7,15.65,22.93
3/19/2020 1:00,12.640529,77,4.1046314,254.74487,10.17,11.65,16.23
3/19/2020 2:00,12.280529,77,4.0249224,243.43495,9.78,10.55,15.65
3/19/2020 3:00,12.000529,78,3.396233,212.00539,9.98,8.8,22
3/19/2020 4:00,11.260529,83,3.671294,168.69006,8.95,13.98,16.53
3/19/2020 5:00,10.630529,87,4.0249224,153.43495,9.48,12.68,31.9
3/19/2020 6:00,10.410529,88,5.00128,149.74356,13.45,20.2,60.7
3/19/2020 7:00,10.180529,89,4.8965297,143.97263,20.03,35.58,79.83
3/19/2020 8:00,9.990529,90,4.3349743,131.63353,,40.35,85.48
3/19/2020 9:00,10.370529,88,3.9763298,95.19443,28.23,40.9,81.58
3/19/2020 10:00,12.070529,80,5.4119864,93.81408,26.68,38.58,72.93
3/19/2020 11:00,14.230529,70,4.6938252,94.398705,21.03,38.6,58.63
3/19/2020 12:00,15.870529,65,1.609969,63.43495,23.93,35,66.88
3/19/2020 13:00,17.350529,59,2.16,360,24.8,36.18,68.43
3/19/2020 14:00,17.500528,61,5.1544156,347.90524,28.43,34.5,71.63
3/19/2020 15:00,18.39053,57,4.198285,329.03625,21.28,34.03,56.2
3/19/2020 16:00,18.920528,53,4.3349743,318.36646,25.45,38.08,43.9
3/19/2020 17:00,19.020529,52,4.1046314,322.12503,28.28,43.15,53.38
3/19/2020 18:00,18.670528,53,3.563818,315,29.15,39.75,58.23
3/19/2020 19:00,18.05053,55,3.219938,333.43497,29.43,39.55,78.6
3/19/2020 20:00,17.430529,55,4.68,360,23.48,27.5,46.05
3/19/2020 21:00,16.90053,58,5.0142193,21.037506,19.25,20.3,26.7
3/19/2020 22:00,15.910529,62,3.4152596,71.56504,14.08,20.08,26.13
3/19/2020 23:00,15.190529,66,4.8433046,138.01279,11.1,13.38,18.28
3/20/2020 0:00,14.480529,68,4.5536795,161.56505,9.9,12.55,21.47
3/20/2020 1:00,13.680529,71,3.2399998,180,7.3,10.53,14.8
3/20/2020 2:00,13.0505295,73,2.8799999,180,6.93,11.08,12.55
3/20/2020 3:00,12.670529,74,3.6,180,6.35,12.48,13.03
3/20/2020 4:00,12.260529,74,3.319036,192.52881,6.55,8.7,17.43
3/20/2020 5:00,11.700529,76,2.8799999,180,7.8,10.25,34.75
3/20/2020 6:00,11.220529,77,3.0758414,159.44395,12.2,17.88,45.1
3/20/2020 7:00,10.940529,79,2.9024127,150.25511,15.42,27.65,55.05
3/20/2020 8:00,10.910529,79,4.0249224,153.43495,15.83,28.03,57.63
3/20/2020 9:00,11.520529,79,1.8,126.869896,11.25,21.93,30.4
3/20/2020 10:00,12.780529,75,1.4399999,89.99999,10.35,20.53,37.08
3/20/2020 11:00,14.5505295,69,0.8049845,333.43497,9.68,17.68,40.73
3/20/2020 12:00,16.430529,63,3.4152596,288.43497,9.03,16.03,39.78
3/20/2020 13:00,16.510529,60,6.193674,305.5377,10.63,14.7,30.65
3/20/2020 14:00,17.15053,60,6.763786,295.2011,11.92,19.7,54.25
3/20/2020 15:00,16.840528,60,7.5685663,272.72632,12.78,17.92,44.18
3/20/2020 16:00,16.63053,59,8.4042845,279.8658,21.43,16.38,51.03
3/20/2020 17:00,16.22053,60,6.130579,266.63354,12.98,17.83,59.1
3/20/2020 18:00,15.000529,70,6.4096174,218.15723,13.75,16,40.15
3/20/2020 19:00,12.990529,84,11.592895,205.76933,14.33,14.85,32.13
3/20/2020 20:00,12.480529,80,11.525623,194.47029,11.08,12.15,24.43
3/20/2020 21:00,12.470529,81,7.208994,177.13759,11.9,12.5,26.4
3/20/2020 22:00,12.170529,87,6.193674,144.46231,11.95,,18.7
3/20/2020 23:00,11.870529,84,6.4096174,128.15723,10.5,11.18,27.3
3/21/2020 0:00,11.380529,85,6.489992,123.69006,9.07,9.65,20.07
3/21/2020 1:00,11.020529,88,5.154415,114.77514,8.87,8.1,15.03
3/21/2020 2:00,10.720529,92,4.32,89.99999,8.25,7.35,14.55
3/21/2020 3:00,10.390529,96,4.2136917,70.016884,7.63,6.6,12.48
3/21/2020 4:00,10.200529,96,4.5820518,44.999985,8.28,7.95,15.68
3/21/2020 5:00,10.090529,96,4.2136917,19.983109,10.28,10.58,27.63
3/21/2020 6:00,9.840529,96,5.04,360,16.28,16.75,39.73
3/21/2020 7:00,9.200529,95,8.12197,347.19574,22.3,28.4,62.05
3/21/2020 8:00,8.330529,92,10.24578,341.56506,14.88,16.15,45.08
3/21/2020 9:00,7.7405286,89,12.0694,342.646,15.03,16.6,34.4
3/21/2020 10:00,7.8505287,85,10.8955765,352.40536,12.75,11.9,40.95
3/21/2020 11:00,8.540529,83,6.4799995,360,,13.88,35.08
3/21/2020 12:00,9.720529,79,6.519877,6.340164,11.2,9.55,38.13
3/21/2020 13:00,9.840529,77,10.1376915,353.88452,11.13,8.83,32.18
3/21/2020 14:00,9.5505295,74,17.935081,349.5923,10.2,11.18,31.45
3/21/2020 15:00,9.860529,72,17.518356,350.5377,11.05,9.43,33.38
3/21/2020 16:00,9.830529,71,16.520823,348.69006,11.95,9.23,35.48
3/21/2020 17:00,9.730529,71,14.332341,348.40784,14.2,11.85,37.03
3/21/2020 18:00,9.400529,72,12.303366,339.44397,22.95,,43.5
3/21/2020 19:00,8.820529,71,8.0899935,327.72437,21.58,23.7,53.1
3/21/2020 20:00,8.480529,71,1.4399999,270,21,20.65,46.48
3/21/2020 21:00,8.330529,66,7.4128532,119.054596,22.45,23.42,44.58
3/21/2020 22:00,6.6805286,64,17.339897,85.23635,19.03,17.25,37.68
3/21/2020 23:00,5.8305287,67,20.5484,86.98721,16.8,14.6,30.03
3/22/2020 0:00,5.2405286,69,23.051247,88.21008,16.2,,30.3
3/22/2020 1:00,5.0805287,70,23.40277,89.11859,13.13,,23.43
3/22/2020 2:00,4.8505287,71,25.562534,90.80693,12.1,11.2,19.8
3/22/2020 3:00,4.7105284,71,25.570139,91.61353,12.73,,21.48
3/22/2020 4:00,4.5105286,71,25.929996,91.59113,12.13,,21.03
3/22/2020 5:00,4.1305285,71,25.919998,89.99999,11.03,11.55,19.03
3/22/2020 6:00,3.9005284,71,24.48,89.99999,12.77,13.95,25.7
3/22/2020 7:00,3.7605286,72,25.20257,90.81845,,16.78,33.63
3/22/2020 8:00,3.0905285,76,25.922499,90.79572,12.5,13.83,31.05
3/22/2020 9:00,3.2805285,74,27.359999,89.99999,10.78,,26.85
3/22/2020 10:00,4.3605285,69,28.8,89.99999,8.9,11.65,21.68
3/22/2020 11:00,6.1305285,63,32.039997,89.99999,9.25,10.05,28
3/22/2020 12:00,7.4505286,59,33.48,89.99999,9.6,,30.85
3/22/2020 13:00,8.580529,55,34.201893,89.396904,11.05,,26.38
3/22/2020 14:00,11.370529,40,33.121956,89.37724,9.85,10.8,32.08
3/22/2020 15:00,11.940529,34,35.64,89.99999,10.98,,33.63
3/22/2020 16:00,11.750529,28,36.001797,89.427055,12.33,11.75,29.73
3/22/2020 17:00,11.200529,27,36.36,89.99999,13.3,,31.53
3/22/2020 18:00,10.100529,30,35.287346,88.83086,17.65,16.38,40.5
3/22/2020 19:00,8.340529,33,32.402,89.3634,19.45,22.55,40.73
3/22/2020 20:00,5.9805284,36,30.96837,88.66778,19.6,20.5,46.48
3/22/2020 21:00,4.4005284,38,30.259275,87.95459,19.33,19.28,35.25
3/22/2020 22:00,3.1805286,41,29.179993,87.8789,22.38,26.15,37.85
3/22/2020 23:00,2.1205285,43,28.8,89.99999,22.75,23.6,38.35
3/23/2020 0:00,1.0205287,44,28.44,89.99999,24.73,23.48,38.97
3/23/2020 1:00,0.37052867,45,27,89.99999,26.6,29.38,31.83
3/23/2020 2:00,-0.039471343,44,24.119999,89.99999,24.78,25.55,34.85
3/23/2020 3:00,-0.48947132,44,21.96,89.99999,21.35,27.58,31.65
3/23/2020 4:00,-0.8594713,45,21.24305,90.971016,15.43,,30.05
3/23/2020 5:00,-1.0894713,45,19.8,89.99999,13.7,21.08,47.3
3/23/2020 6:00,-1.3594713,45,20.957443,94.9271,28.4,37.8,76.23
3/23/2020 7:00,-1.6894714,44,22.104116,96.54629,36.15,,107.15
3/23/2020 8:00,-1.7494713,40,22.91026,98.1301,28.28,,107.83
3/23/2020 9:00,-0.77947134,35,27.193705,96.84277,27.05,47,87.15
3/23/2020 10:00,0.66052866,32,30.141266,97.54941,24.03,48.85,89.05
3/23/2020 11:00,3.0505285,28,29.381382,97.03793,19.43,36.08,81.18
3/23/2020 12:00,5.3205285,23,31.845251,95.83949,20.95,,72.33
3/23/2020 13:00,7.2005286,20,34.711544,95.35581,25.05,37.98,75.98
3/23/2020 14:00,8.900529,22,28.1169,92.93567,25.75,35.28,78.45
3/23/2020 15:00,9.960529,21,29.195534,92.82712,28.53,39.7,75.53
3/23/2020 16:00,10.110529,21,29.957968,94.134674,31.78,40.65,80.13
3/23/2020 17:00,9.820529,22,29.914679,92.7591,35.47,,87.53
3/23/2020 18:00,8.870529,24,28.521906,94.34323,49.55,53.83,92.6
3/23/2020 19:00,7.4005284,27,26.400545,95.47736,49.23,,84.28
3/23/2020 20:00,5.2405286,30,25.721743,96.42875,51.25,55.23,82.45
3/23/2020 21:00,3.5605285,33,26.795223,96.17017,58.2,69.95,83.63
3/23/2020 22:00,2.4905286,35,28.001427,98.1301,32.38,39.1,64.88
3/23/2020 23:00,1.7305287,38,28.467329,99.46232,27.38,30.28,63.98
3/24/2020 0:00,1.1505287,40,26.33911,100.2348,27.2,16.97,57.17
3/24/2020 1:00,0.6405287,41,24.216522,101.14289,16.53,,48.7
3/24/2020 2:00,0.31052867,41,22.805367,101.84207,15.48,27.83,40.75
3/24/2020 3:00,0.030528657,41,20.265795,102.308014,16,14.25,31.88
